split,filename,image_path,image_id,ann_id,layer,group,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,ndg,delta_g,abs_delta_g,g_flake_median,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,1-7-3-3_png.rf.31ae33f756a0aedc8dbeea1df6f22af7.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-3_png.rf.31ae33f756a0aedc8dbeea1df6f22af7.jpg,91,110,8,png,1.7,3.3,5.609999999999999,5.0,2693,7.898782356970309,61.0,64.0,0.953125,32303,-0.4084330177866561,-58.20330047607422,58.20330047607422,82.0,142.50390625,-65.48009948730468,-34.529885864257814,30.95021362304687,6.650799751281738,13.3286714553833,0.0012524389894679189,0.0009281979873776436,139.96548461914062
train,1-7-3-6_png.rf.d9a55a944ba0f9a7317593ffde720dae.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.d9a55a944ba0f9a7317593ffde720dae.jpg,92,111,1,png,1.7,3.6,6.12,5.3,1653,7.4109518755836366,31.0,87.0,0.3563218390804598,22470,-0.032329223618907,-3.94509220123291,3.94509220123291,118.0,122.02867126464844,-6.153099060058594,-1.8708419799804688,4.282257080078125,8.235732078552246,2.058227777481079,0.011744321323931217,0.00150854152161628,105.36209106445312
train,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,93,112,8,png,1.7,4.5,7.6499999999999995,6.2,366,5.905361848054571,41.0,31.0,1.3225806451612903,9997,-0.518003182925842,-54.23735427856445,54.23735427856445,48.0,104.70467376708984,-60.71453094482422,-33.747833251953125,26.966697692871094,3.7101733684539795,10.966103553771973,-0.007465997710824013,0.008137738332152367,108.32278442382812
train,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,93,113,7,png,1.7,4.5,7.6499999999999995,6.2,1537,7.338238150065589,60.0,92.0,0.6521739130434783,47963,-0.4779636887155384,-56.22554397583008,56.22554397583008,60.0,117.6355972290039,-69.1667709350586,-32.746806335449214,36.41996459960938,36.3754997253418,17.52547836303711,0.24566510319709778,-0.027791494503617287,-94.79012298583984
train,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,93,114,6,png,1.7,4.5,7.6499999999999995,6.2,810,6.698268054115413,64.0,21.0,3.0476190476190474,10693,-0.4031345605372062,-42.313255310058594,42.313255310058594,61.0,104.96062469482422,-46.91958084106445,-31.76180648803711,15.157774353027342,7.880053997039795,7.322773456573486,-0.006328615825623274,0.023918958380818367,91.38025665283203
train,1_7-4_5-2-100-3_png.rf.e5bf428120ed67985eea4f743de1b02f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_5-2-100-3_png.rf.e5bf428120ed67985eea4f743de1b02f.jpg,94,115,2,2-100-3_png,1.7,4.5,7.6499999999999995,6.2,564108,13.24300277421877,1103.0,909.0,1.2134213421342135,901159,-0.07242135673763536,-5.135045051574707,5.135045051574707,66.0,70.90512084960938,-7.788856506347656,-2.791204071044922,4.997652435302735,17.37744140625,2.553234338760376,-0.005473321303725243,0.0022198755759745836,74.57455444335938
train,0-8-4-2-7-100-2_png.rf.35ac0108bf9e5f94f93327fcf6b20fe3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0-8-4-2-7-100-2_png.rf.35ac0108bf9e5f94f93327fcf6b20fe3.jpg,95,116,7,7-100-2_png,0.8,4.2,3.3600000000000003,5.0,49740,10.81458482169893,437.0,250.0,1.748,932754,-0.26321364334774905,-41.79941177368164,41.79941177368164,117.0,158.8041229248047,-45.71528015136719,-38.218511962890624,7.496768188476565,7.059762954711914,6.923610210418701,-0.0049522132612764835,-0.004281457047909498,164.37806701660156
train,1-7-3-9_png.rf.c582e955f786b0ba3d85daaf24041918.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-9_png.rf.c582e955f786b0ba3d85daaf24041918.jpg,96,117,1,png,1.7,3.9,6.63,5.6,1877,7.537962659768208,35.0,97.0,0.36082474226804123,28531,-0.028421150050533698,-3.4147160053253174,3.4147160053253174,117.0,120.14700317382812,-6.196144104003906,-1.0604736328125,5.135670471191406,7.457792282104492,2.7161242961883545,0.007456970866769552,0.0003372289938852191,110.19197082519531
train,1-4-3-9_png.rf.9c031c083546c181258720fd342dd113.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-3-9_png.rf.9c031c083546c181258720fd342dd113.jpg,97,118,8,png,1.4,3.9,5.46,5.3,2733,7.913521017283895,61.0,65.0,0.9384615384615385,32811,-0.42529390611601336,-56.30419921875,56.30419921875,74.0,132.388916015625,-63.4107666015625,-33.4325927734375,29.978173828125,5.9787187576293945,13.319687843322754,0.002945589367300272,0.0007016746094450355,127.79795837402344
train,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,98,119,8,png,1.1,3.3,3.63,4.4,294,5.68697535633982,47.0,34.0,1.3823529411764706,12846,-0.5007922808628731,-71.690673828125,71.690673828125,70.0,143.15451049804688,-78.12002868652344,-59.195716857910156,18.924311828613284,4.933551788330078,13.552109718322754,-0.006359121296554804,0.001950014615431428,151.1977996826172
train,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,98,120,7,png,1.1,3.3,3.63,4.4,1642,7.404279118037268,59.0,85.0,0.6941176470588235,43330,-0.41327311777205983,-63.810760498046875,63.810760498046875,86.0,154.4033660888672,-81.82297210693359,-27.60019836425781,54.222773742675784,34.630245208740234,20.91199493408203,0.23057225346565247,-0.018193934112787247,-52.42531204223633
train,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,98,121,6,png,1.1,3.3,3.63,4.4,923,6.828712071641684,63.0,24.0,2.625,12090,-0.33200126875139935,-47.51494598388672,47.51494598388672,92.0,143.11676025390625,-57.19248962402344,-19.22195434570312,37.97053527832031,7.287481784820557,14.738519668579102,-0.005885080900043249,0.00225512171164155,150.26951599121094
train,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,99,122,8,png,1.7,3.6,6.12,5.3,437,6.082218910376446,43.0,32.0,1.34375,10764,-0.5058091835045055,-55.6766471862793,55.6766471862793,52.0,110.07440948486328,-62.10350341796875,-40.10063934326172,22.002864074707034,3.784597873687744,9.890860557556152,-0.004637184552848339,0.0035289570223540068,113.84872436523438
train,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,99,123,7,png,1.7,3.6,6.12,5.3,1821,7.507690077819904,60.0,89.0,0.6741573033707865,46065,-0.43080282615687643,-52.58717727661133,52.58717727661133,67.0,122.06785583496094,-67.22047424316406,-22.960662841796875,44.25981140136719,37.27131271362305,19.748064041137695,0.23284822702407837,-0.03190557658672333,-73.73373413085938
train,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,99,124,6,png,1.7,3.6,6.12,5.3,841,6.7357800142423265,61.0,24.0,2.5416666666666665,11586,-0.35661675847906216,-39.23099136352539,39.23099136352539,67.0,110.00882720947266,-48.01964569091797,-15.009300231933594,33.010345458984375,7.466465950012207,12.968903541564941,-0.003932001069188118,0.0012271766318008304,115.07332611083984
train,0_8-3_9-6-100-6_png.rf.eb70dbed372fde1a8eeba331d408646b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-3_9-6-100-6_png.rf.eb70dbed372fde1a8eeba331d408646b.jpg,101,128,6,6-100-6_png,0.8,3.9,3.12,4.7,157237,11.965515860045086,329.0,1010.0,0.32574257425742575,848807,-0.1383095705956632,-21.594993591308594,21.594993591308594,135.0,156.1352081298828,-26.50501708984375,-17.86492919921875,8.640087890625,14.465457916259766,5.291404724121094,-0.01186742540448904,-0.0007349901716224849,165.16921997070312
train,1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,104,131,2,2-10-3_png,1.4,4.5,6.3,5.9,5660,8.64135583403666,114.0,88.0,1.2954545454545454,84397,-0.10782446283281492,-10.213890075683594,10.213890075683594,84.0,94.72702026367188,-11.605946350097657,-8.564499664306641,3.0414466857910156,12.561576843261719,1.805718183517456,-0.0006887624622322619,-0.0038687139749526978,97.17708587646484
train,1-1-4-5_png.rf.7e33b0c527c83096799dbe73c44947b2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-4-5_png.rf.7e33b0c527c83096799dbe73c44947b2.jpg,105,132,7,png,1.1,4.5,4.95,5.6,2954,7.991253929840198,110.0,38.0,2.8947368421052633,34503,-0.546136977526393,-60.779293060302734,60.779293060302734,48.0,111.28946685791016,-66.82484588623046,-38.33596725463867,28.488878631591795,16.9586124420166,13.638127326965332,0.007572280243039131,-0.0433976911008358,152.11727905273438
train,2-0-4-5_png.rf.7c5d3eb92b26ca429afc8700b2e2d5ef.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-5_png.rf.7c5d3eb92b26ca429afc8700b2e2d5ef.jpg,108,135,1,png,2.0,4.5,9.0,6.5,1459,7.286191714702382,28.0,86.0,0.32558139534883723,20077,-0.035574075917252874,-3.280409812927246,3.280409812927246,89.0,92.21349334716797,-5.388108825683593,-1.092086791992187,4.296022033691406,8.647924423217773,1.987101435661316,0.014780553989112377,0.00046280428068712354,72.65884399414062
train,0_8-4_8-2-100-3_png.rf.8a66934445864ea927cfaf6538e75a0d.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-4_8-2-100-3_png.rf.8a66934445864ea927cfaf6538e75a0d.jpg,109,136,2,2-100-3_png,0.8,4.8,3.84,5.6,567677,13.249309635545478,1133.0,911.0,1.243688254665203,897141,-0.06393410736412443,-9.461140632629395,9.461140632629395,140.0,147.98268127441406,-14.377874755859375,-5.581918334960937,8.795956420898438,19.612276077270508,4.617405414581299,-0.007168343756347895,-0.0001482311636209488,154.3682861328125
train,1-4-3-6_png.rf.506e6f8217cf3f23b6b66a721ead12f9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-3-6_png.rf.506e6f8217cf3f23b6b66a721ead12f9.jpg,110,137,8,png,1.4,3.6,5.04,5.0,2705,7.903226808730733,60.0,64.0,0.9375,31716,-0.40902469740958397,-58.939231872558594,58.939231872558594,83.0,144.0970001220703,-66.09522705078125,-36.15676574707031,29.938461303710938,5.876399517059326,13.543240547180176,0.0026499461382627487,4.9891761591425166e-05,140.50997924804688
train,1-7-3-3_png.rf.6cf67ff9099ab0ce57156e0529384bea.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-3_png.rf.6cf67ff9099ab0ce57156e0529384bea.jpg,113,140,1,png,1.7,3.3,5.609999999999999,5.0,3114,8.043984431221553,171.0,60.0,2.85,88980,-0.0803659225718594,-10.112554550170898,10.112554550170898,116.0,125.83137512207031,-16.868997192382814,-3.724159240722656,13.144837951660158,11.999067306518555,5.00469446182251,0.0011052675545215607,-0.01187952421605587,137.14552307128906
train,0-8-4-2-6-10-6_png.rf.f06bc3ebab8cf4997dc15e7d8f16e2c4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0-8-4-2-6-10-6_png.rf.f06bc3ebab8cf4997dc15e7d8f16e2c4.jpg,114,141,6,6-10-6_png,0.8,4.2,3.3600000000000003,5.0,1926,7.563719668414366,41.0,134.0,0.30597014925373134,47207,-0.27273310923931426,-39.57286834716797,39.57286834716797,103.0,145.097412109375,-45.26042175292969,-21.375205993652344,23.885215759277344,11.971384048461914,9.668487548828125,0.0014848628779873252,-0.004947084002196789,146.69381713867188
train,1_1-3_6-3-100-4_png.rf.e368392c4c3ff1748041adcd52dbf546.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-3_6-3-100-4_png.rf.e368392c4c3ff1748041adcd52dbf546.jpg,115,142,3,3-100-4_png,1.1,3.6,3.9600000000000004,4.7,44385,10.700679383382674,197.0,451.0,0.43680709534368073,559147,-0.07470178637776563,-10.028827667236328,10.028827667236328,124.0,134.2515106201172,-10.975338745117188,-8.5601318359375,2.4152069091796875,3.902317762374878,1.7279903888702393,0.0061143324710428715,-0.007567731663584709,134.63986206054688
train,1_1-4_2-3-100_png.rf.42570de34f7073cfee581b86f8af573d.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_2-3-100_png.rf.42570de34f7073cfee581b86f8af573d.jpg,118,145,3,3-100_png,1.1,4.2,4.620000000000001,5.300000000000001,111922,11.625566413840733,403.0,432.0,0.9328703703703703,1092866,-0.08741710403628031,-11.60744571685791,11.60744571685791,121.0,132.78231811523438,-13.36820068359375,-9.574562072753906,3.793638610839844,6.73243522644043,2.635209798812866,-0.01018903311342001,-0.006357276812195778,145.2255859375
train,1-4-4-2_png.rf.721481f17552402d880ef5900c63faf4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-4-2_png.rf.721481f17552402d880ef5900c63faf4.jpg,119,146,1,png,1.4,4.2,5.88,5.6,1552,7.347943823148687,32.0,77.0,0.4155844155844156,20475,-0.040633354357351485,-5.157454967498779,5.157454967498779,121.0,126.9266357421875,-7.14618148803711,-1.588802337646484,5.557379150390625,8.722004890441895,2.3145132064819336,0.013451972976326942,0.00792095996439457,101.64200592041016
train,1_7-4_2-2-100-3_png.rf.ff8ad4d9aa5b08ad94ec045d356a643c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_2-2-100-3_png.rf.ff8ad4d9aa5b08ad94ec045d356a643c.jpg,120,147,2,2-100-3_png,1.7,4.2,7.14,5.9,560503,13.236591657954168,1081.0,910.0,1.187912087912088,904723,-0.08923058809825289,-6.393681526184082,6.393681526184082,66.0,71.65347290039062,-9.408920288085938,-3.936595153808594,5.472325134277344,17.60708999633789,2.640683889389038,-0.005727989133447409,0.0021347026340663433,75.59552001953125
train,1-4-3-3_png.rf.6668aa2907434c01664475b36ff7ac32.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-3-3_png.rf.6668aa2907434c01664475b36ff7ac32.jpg,121,148,4,png,1.4,3.3,4.619999999999999,4.699999999999999,4064,8.310169021981912,192.0,58.0,3.310344827586207,95895,-0.17860094403703394,-27.71950912475586,27.71950912475586,127.0,155.20359802246094,-31.345201110839845,-20.591491699218746,10.753709411621099,21.256893157958984,5.063266754150391,-0.011276822537183762,-0.035720404237508774,210.61367797851562
train,1-7-3-6_png.rf.542cf4e512e41802a242248e50d73fb1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.542cf4e512e41802a242248e50d73fb1.jpg,122,149,1,png,1.7,3.6,6.12,5.3,3131,8.049427057110695,170.0,59.0,2.8813559322033897,86895,-0.0762815935253241,-9.419615745544434,9.419615745544434,115.0,123.48477935791016,-15.611968994140625,-3.44195556640625,12.170013427734375,12.209771156311035,4.6191205978393555,0.0009732237085700035,-0.01390136033296585,137.17062377929688
train,2-0-4-8_png.rf.22b12e455b24cf01141f154232072b13.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-8_png.rf.22b12e455b24cf01141f154232072b13.jpg,123,150,1,png,2.0,4.8,9.6,6.8,1731,7.4570320891223805,36.0,84.0,0.42857142857142855,25350,-0.029972221489560424,-2.7222788333892822,2.7222788333892822,88.0,90.82672882080078,-4.891258239746094,-0.6675796508789062,4.2236785888671875,7.935479640960693,1.869828224182129,0.011059796437621117,-0.0027089021168649197,79.24071502685547
train,2-0-3-3_png.rf.dfe778684e22e24d4bbc2a0596af932e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-3_png.rf.dfe778684e22e24d4bbc2a0596af932e.jpg,124,151,8,png,2.0,3.3,6.6,5.3,2707,7.903965634032166,61.0,63.0,0.9682539682539683,31741,-0.45768453701652345,-52.80017852783203,52.80017852783203,61.0,115.36369323730469,-59.35833587646484,-29.410777282714843,29.94755859375,6.988466262817383,12.631370544433594,0.0020099529065191746,0.00038376645534299314,112.33544921875
train,1_1-4_5-6-100-6_png.rf.0b8e3442181b82ee809fae0aff8f441c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_5-6-100-6_png.rf.0b8e3442181b82ee809fae0aff8f441c.jpg,125,152,6,6-100-6_png,1.1,4.5,4.95,5.6,160512,11.986130215156873,337.0,1021.0,0.33006856023506365,870138,-0.16917392071584028,-21.679275512695312,21.679275512695312,107.0,128.14785766601562,-26.417082214355467,-18.004763793945312,8.412318420410156,14.016999244689941,4.751599311828613,-0.009620117023587227,-0.0007159668020904064,135.5188446044922
train,1-7-3-6_png.rf.c553888bbb4f29eae5695f31b560900b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-3-6_png.rf.c553888bbb4f29eae5695f31b560900b.jpg,126,153,8,png,1.7,3.6,6.12,5.3,2750,7.919719760924575,61.0,65.0,0.9384615384615385,32794,-0.40819202047041503,-52.840599060058594,52.840599060058594,75.0,129.45034790039062,-60.45517578125,-28.430238342285158,32.02493743896484,6.787583351135254,13.177481651306152,-0.0007814548444002867,-0.0008462102268822491,131.28225708007812
train,1-1-3-3_png.rf.49cebed77ee5ec9b29f049acad6e2b79.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-3_png.rf.49cebed77ee5ec9b29f049acad6e2b79.jpg,128,155,1,png,1.1,3.3,3.63,4.4,2975,7.998335395952982,171.0,61.0,2.80327868852459,90657,-0.05538888882386602,-9.387446403503418,9.387446403503418,161.0,169.48248291015625,-16.499600219726563,-3.4135040283203124,13.08609619140625,9.666919708251953,5.094674587249756,0.0021008888725191355,-0.009512284770607948,176.86073303222656
train,1-1-3-6_png.rf.41f8282f4d610f31de920e2ddda062ec.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-6_png.rf.41f8282f4d610f31de920e2ddda062ec.jpg,132,159,1,png,1.1,3.6,3.9600000000000004,4.7,3057,8.025516386489008,170.0,60.0,2.8333333333333335,88498,-0.06275754911604181,-9.900947570800781,9.900947570800781,149.0,157.76504516601562,-16.740606689453124,-3.685403442382812,13.055203247070311,9.893223762512207,4.909176349639893,0.0013614140916615725,-0.00954642053693533,166.1992645263672
train,0_8-3_9-3-100-4_png.rf.a0ea87f8dc3849c82ca77e62678da871.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-3_9-3-100-4_png.rf.a0ea87f8dc3849c82ca77e62678da871.jpg,133,160,3,3-100-4_png,0.8,3.9,3.12,4.7,44227,10.697113351662292,196.0,453.0,0.4326710816777042,556229,-0.0767202101201254,-12.3745756149292,12.3745756149292,149.0,161.29486083984375,-13.868789672851562,-10.761456298828124,3.1073333740234386,4.4876813888549805,2.092787027359009,0.007578460965305567,-0.008404074236750603,161.25717163085938
train,0_8-3_6-6-100-6_png.rf.f710411774b36466e267112827b949a5.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-3_6-6-100-6_png.rf.f710411774b36466e267112827b949a5.jpg,134,161,6,6-100-6_png,0.8,3.6,2.8800000000000003,4.4,152448,11.934585392867174,324.0,1007.0,0.3217477656405164,838210,-0.1412979722938997,-22.269826889038086,22.269826889038086,135.0,157.6089630126953,-27.127090454101562,-18.44101867675781,8.686071777343752,14.156183242797852,4.599370002746582,-0.012013701722025871,-0.000273073062999174,166.4639129638672
train,1_1-4_5-3-100-4_png.rf.223b501cee6e7eb4d02511764b426737.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_5-3-100-4_png.rf.223b501cee6e7eb4d02511764b426737.jpg,135,162,3,3-100-4_png,1.1,4.5,4.95,5.6,44102,10.694283086332076,198.0,454.0,0.43612334801762115,562482,-0.09544717053685202,-12.55173110961914,12.55173110961914,119.0,131.50448608398438,-13.593519592285157,-11.142906188964842,2.4506134033203146,4.080458164215088,1.7604507207870483,0.006219347007572651,-0.007038744632154703,131.54432678222656
train,1_7-4_2-6-100-6_png.rf.990c8e7dc81a0a2d300343068da7acde.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_2-6-100-6_png.rf.990c8e7dc81a0a2d300343068da7acde.jpg,136,163,6,6-100-6_png,1.7,4.2,7.14,5.9,159602,11.980444760813665,327.0,1018.0,0.3212180746561886,840270,-0.2342629430813418,-16.461679458618164,16.461679458618164,54.0,70.27009582519531,-20.255248260498046,-13.906877136230468,6.348371124267578,11.121861457824707,3.0620248317718506,-0.008743182756006718,0.0018145154463127255,75.41117858886719
train,1-4-3-6_png.rf.e93f378564d40fcce19c08ba50d4b80e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-3-6_png.rf.e93f378564d40fcce19c08ba50d4b80e.jpg,137,164,4,png,1.4,3.6,5.04,5.0,3940,8.279189777195004,192.0,58.0,3.310344827586207,96019,-0.19518499921073984,-29.13155174255371,29.13155174255371,120.0,149.2509765625,-33.27792205810547,-23.11190185546875,10.166020202636716,21.770736694335938,4.698462963104248,-0.010390892624855042,-0.03864351660013199,206.3291778564453
train,0_5-3_6-3-100_png.rf.a37dca445803ab946ffc1b764fe8b01a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_5-3_6-3-100_png.rf.a37dca445803ab946ffc1b764fe8b01a.jpg,138,165,3,3-100_png,0.5,3.6,1.8,4.1,111544,11.62218337590675,409.0,422.0,0.9691943127962085,1142485,-0.05109647626207433,-8.614139556884766,8.614139556884766,160.0,168.58578491210938,-10.431681823730468,-6.886006164550781,3.545675659179687,5.7769246101379395,1.7164965867996216,-0.003695713821798563,-0.006471109110862017,173.9007110595703
train,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,139,166,8,png,2.0,3.6,7.2,5.6,430,6.066108090103747,44.0,32.0,1.375,11228,-0.5614562514663919,-55.79423522949219,55.79423522949219,42.0,99.3741455078125,-62.38929290771485,-43.39765625,18.99163665771485,3.4645028114318848,8.6334810256958,-0.0053204759024083614,0.00808284617960453,99.70287322998047
train,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,139,167,7,png,2.0,3.6,7.2,5.6,1624,7.393263094763838,58.0,87.0,0.6666666666666666,43626,-0.48273138655909076,-54.953487396240234,54.953487396240234,58.0,113.8386459350586,-68.49244384765625,-29.90316162109374,38.5892822265625,38.26028060913086,16.786224365234375,0.2834605276584625,-0.031557947397232056,-131.32876586914062
train,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,139,168,6,png,2.0,3.6,7.2,5.6,756,6.6293632534374485,60.0,21.0,2.857142857142857,9911,-0.4354946209569752,-43.32543182373047,43.32543182373047,55.0,99.4855728149414,-48.49543380737305,-31.465469360351562,17.029964447021484,8.257403373718262,7.394223690032959,-0.006574548780918121,0.01278571505099535,97.31668090820312
train,0_8-3_3-3-100_png.rf.a012420ec64f66620ccc5a96800803b2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-3_3-3-100_png.rf.a012420ec64f66620ccc5a96800803b2.jpg,141,170,3,3-100_png,0.8,3.3,2.64,4.1,113460,11.639214444520547,411.0,422.0,0.9739336492890995,1146656,-0.05919060505607753,-9.602717399597168,9.602717399597168,153.0,162.2338104248047,-11.447685241699219,-8.026930236816407,3.420755004882812,6.122226715087891,2.2787413597106934,-0.0034648289438337088,-0.007789666764438152,167.89942932128906
train,1_1-4_5-2-100-3_png.rf.f34372d84d1a09f32dab0ddd3bbdc3a2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_5-2-100-3_png.rf.f34372d84d1a09f32dab0ddd3bbdc3a2.jpg,142,171,2,2-100-3_png,1.1,4.5,4.95,5.6,563387,13.24172383494305,1074.0,911.0,1.1789242590559825,901947,-0.05745724297021651,-7.416872978210449,7.416872978210449,122.0,129.0850830078125,-11.255160522460937,-4.138385009765624,7.1167755126953125,19.86147689819336,3.8363378047943115,-0.007332457695156336,0.0008127824985422194,135.14556884765625
