split,filename,image_path,image_id,ann_id,layer,group,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,ndg,delta_g,abs_delta_g,g_flake_median,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,iqr_ndg,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,1-7-4-8_png.rf.8d87fcd0542156ea4bfce103f4562988.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-8_png.rf.8d87fcd0542156ea4bfce103f4562988.jpg,59,76,1,png,1.7,4.8,8.16,6.5,3019,8.013012110368916,170.0,60.0,2.8333333333333335,88536,-0.07324207226897843,-7.4870924949646,7.4870924949646,95.0,102.22393035888672,-12.201141357421875,-2.939442443847654,9.261698913574222,0.09060206236502887,11.938944816589355,3.5704970359802246,0.00039961314178071916,-0.012171375565230846,114.82532501220703
train,2-0-3-3_png.rf.925e14054494dd440ccb06f615e5e7cd.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-3_png.rf.925e14054494dd440ccb06f615e5e7cd.jpg,60,77,4,png,2.0,3.3,6.6,5.3,8298,9.023890304598448,172.0,98.0,1.7551020408163265,143113,-0.17682045357328394,-17.292016983032227,17.292016983032227,80.0,97.7942123413086,-19.018899536132814,-13.62791290283203,5.390986633300784,0.05512582497710464,16.619775772094727,6.728647232055664,-0.0046337372623384,-0.0034821999724954367,108.13732147216797
train,1-4-3-9_png.rf.698cb0a376f514d9a60369673b8ffe02.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-9_png.rf.698cb0a376f514d9a60369673b8ffe02.jpg,62,79,1,png,1.4,3.9,5.46,5.3,1649,7.408530566894626,35.0,83.0,0.42168674698795183,24363,-0.03442226163328183,-4.662250995635986,4.662250995635986,131.0,135.44290161132812,-6.59747314453125,-2.25013427734375,4.3473388671875,0.03209720712911764,7.892909049987793,2.0591094493865967,0.008592882193624973,0.003372778417542577,120.9922866821289
train,1-7-3-3_png.rf.db11c0ad501492092e2ddc0961e781ae.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-3_png.rf.db11c0ad501492092e2ddc0961e781ae.jpg,63,80,1,png,1.7,3.3,5.609999999999999,5.0,1397,7.242797922793756,27.0,80.0,0.3375,17921,-0.03485816464740748,-4.329102039337158,4.329102039337158,120.0,124.19190979003906,-6.360104370117187,-1.9781249999999997,4.381979370117188,0.03528393578555508,9.022719383239746,1.9922527074813843,0.018059611320495605,0.0023573816288262606,98.49443817138672
train,0-8-3-9-7-10-2_png.rf.028097a6c59a7a9fd476df2cfdcff7cd.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-3-9-7-10-2_png.rf.028097a6c59a7a9fd476df2cfdcff7cd.jpg,64,81,7,7-10-2_png,0.8,3.9,3.12,4.7,525,6.26530121273771,42.0,24.0,1.75,8466,-0.397357497307914,-57.949851989746094,57.949851989746094,84.0,145.83807373046875,-66.79486389160157,-30.778201293945312,36.01666259765625,0.24696337298187712,5.006565570831299,15.316290855407715,0.006747662089765072,-0.0007995167979970574,141.54225158691406
train,0-8-4-2-6-10-6_png.rf.f06bc3ebab8cf4997dc15e7d8f16e2c4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-4-2-6-10-6_png.rf.f06bc3ebab8cf4997dc15e7d8f16e2c4.jpg,65,82,6,6-10-6_png,0.8,4.2,3.3600000000000003,5.0,1926,7.563719668414366,41.0,134.0,0.30597014925373134,47207,-0.27273310923931426,-39.57286834716797,39.57286834716797,103.0,145.097412109375,-45.26042175292969,-21.375205993652344,23.885215759277344,0.1646150362852273,11.971384048461914,9.668487548828125,0.0014848628779873252,-0.004947084002196789,146.69381713867188
train,0-8-3-9-6-10-6_png.rf.7727909cde990ecc79216d1b96fda888.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-3-9-6-10-6_png.rf.7727909cde990ecc79216d1b96fda888.jpg,66,83,6,6-10-6_png,0.8,3.9,3.12,4.7,1826,7.510430556378006,39.0,129.0,0.3023255813953488,43175,-0.24693667297733168,-37.615867614746094,37.615867614746094,113.0,152.33001708984375,-42.548988342285156,-24.31218719482422,18.236801147460938,0.11971902515250774,11.903583526611328,7.933610916137695,0.001466471003368497,-0.0059410096146166325,154.44400024414062
train,0-8-3-3_png.rf.d1ea15e1450a9c0866e1a3d76de5f103.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-3-3_png.rf.d1ea15e1450a9c0866e1a3d76de5f103.jpg,67,86,7,png,0.8,3.3,2.64,4.1,898,6.80128303447162,64.0,22.0,2.909090909090909,11673,-0.2319809277804747,-35.437904357910156,35.437904357910156,115.0,152.76214599609375,-42.75010223388672,-13.639349365234374,29.110752868652348,0.19056260750223247,11.373310089111328,11.502822875976562,-0.0063166203908622265,-0.0013675133232027292,164.19253540039062
train,0-8-4-5-7-10-2_png.rf.d04e1b282cf4cbfd20a9f06418a862be.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-4-5-7-10-2_png.rf.d04e1b282cf4cbfd20a9f06418a862be.jpg,68,87,7,7-10-2_png,0.8,4.5,3.6,5.3,510,6.236369590203704,40.0,23.0,1.7391304347826086,7692,-0.4572725732550959,-60.33505630493164,60.33505630493164,68.5,131.94549560546875,-67.81168670654297,-37.98915863037107,29.8225280761719,0.22602157003786225,5.028934001922607,12.361069679260254,0.008688113652169704,-0.0008919914253056049,126.34000396728516
train,2-0-3-3_png.rf.57016d1639f9d94c16d2eb6d80f6fd37.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-3_png.rf.57016d1639f9d94c16d2eb6d80f6fd37.jpg,69,88,7,png,2.0,3.3,6.6,5.3,640,6.46302945692067,23.0,56.0,0.4107142857142857,10858,-0.25026981866690745,-25.54663848876953,25.54663848876953,72.0,102.07638549804688,-43.9610595703125,3.7889266967773443,47.749986267089845,0.4677868052842005,24.183998107910156,18.133174896240234,0.055958133190870285,0.10040528327226639,-70.11210632324219
train,1-1-3-9-3-10_png.rf.e7139b506e18616f1b606e2b99c7d54f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-9-3-10_png.rf.e7139b506e18616f1b606e2b99c7d54f.jpg,70,91,3,3-10_png,1.1,3.9,4.29,5.0,1003,6.911747300251674,40.0,39.0,1.0256410256410255,12935,-0.15498823997153394,-19.42719268798828,19.42719268798828,105.0,125.34623718261719,-21.460922241210938,-14.159695434570313,7.301226806640624,0.05824847215799109,2.754594087600708,3.4533309936523438,-0.0022386759519577026,-0.01063812430948019,132.42385864257812
train,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,71,92,4,png,1.7,3.3,5.609999999999999,5.0,8352,9.030376034755907,174.0,99.0,1.7575757575757576,136839,-0.15870275770053202,-19.436731338500977,19.436731338500977,103.0,122.47254943847656,-21.394354248046874,-17.28456268310547,4.109791564941403,0.03355683852246364,16.066524505615234,2.1521589756011963,-0.0006843310547992587,-0.005759113468229771,129.8309783935547
train,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,71,93,3,png,1.7,3.3,5.609999999999999,5.0,6710,8.811503250158239,164.0,79.0,2.0759493670886076,98319,-0.15447824304741245,-19.22939682006836,19.22939682006836,105.0,124.47964477539062,-21.020286560058594,-17.253472900390626,3.7668136596679673,0.030260478863550377,18.42070960998535,1.7353031635284424,-0.012711940333247185,-0.004310488700866699,148.1118927001953
train,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,71,94,4,png,1.7,3.3,5.609999999999999,5.0,2265,7.725771441587952,109.0,48.0,2.2708333333333335,32869,-0.1432176819963654,-17.50670623779297,17.50670623779297,104.0,122.23844146728516,-20.3258544921875,-9.351693725585937,10.974160766601562,0.08977667446405223,4.328189849853516,4.728357791900635,0.0029046388808637857,-0.012302654795348644,130.96536254882812
train,1-1-4-2-6-10-6_png.rf.b5e8c426c587b636bf5b9a5a6345c102.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-2-6-10-6_png.rf.b5e8c426c587b636bf5b9a5a6345c102.jpg,72,95,6,6-10-6_png,1.1,4.2,4.620000000000001,5.300000000000001,1896,7.5480289699350145,40.0,124.0,0.3225806451612903,42476,-0.2657207770514149,-32.87162780761719,32.87162780761719,89.0,123.70740509033203,-37.880821228027344,-19.168655395507812,18.71216583251953,0.15126148526723823,12.670360565185547,10.007672309875488,0.004926934372633696,-0.006645808462053537,123.80878448486328
train,0-8-4-2-2-10-3_png.rf.e877450e1ac246ac22a5273582a6190e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-4-2-2-10-3_png.rf.e877450e1ac246ac22a5273582a6190e.jpg,76,100,2,2-10-3_png,0.8,4.2,3.3600000000000003,5.0,5766,8.659907293615413,113.0,88.0,1.2840909090909092,83514,-0.07097383816765598,-10.939018249511719,10.939018249511719,143.0,154.12747192382812,-12.193191528320312,-8.900604248046875,3.2925872802734375,0.02136275408384482,10.131668090820312,2.3483173847198486,-0.0007642178097739816,-0.005312527995556593,157.3591766357422
train,1-7-3-6_png.rf.1390287fbc751deef5b1990673c71067.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-6_png.rf.1390287fbc751deef5b1990673c71067.jpg,77,101,4,png,1.7,3.6,6.12,5.3,4054,8.307705966549513,192.0,58.0,3.310344827586207,95905,-0.24166863965994456,-30.24703025817871,30.24703025817871,94.0,125.15910339355469,-36.33449783325195,-17.96870727539062,18.36579055786133,0.14673955037941822,24.917863845825195,7.378030776977539,-0.011441905982792377,-0.03962986543774605,184.94088745117188
train,1-4-4-5-3-10_png.rf.0a3e6aec327c6788288b769f0b558dfb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5-3-10_png.rf.0a3e6aec327c6788288b769f0b558dfb.jpg,78,102,3,3-10_png,1.4,4.5,6.3,5.9,1168,7.063903961472068,41.0,42.0,0.9761904761904762,14214,-0.18382273711494831,-16.022140502929688,16.022140502929688,70.0,87.16082000732422,-18.199502563476564,-9.292390441894531,8.907112121582033,0.10219169715054952,2.4080326557159424,3.8337745666503906,-0.0008751179557293653,-0.007176267448812723,91.4865951538086
train,1-7-3-9_png.rf.c582e955f786b0ba3d85daaf24041918.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-9_png.rf.c582e955f786b0ba3d85daaf24041918.jpg,81,105,1,png,1.7,3.9,6.63,5.6,1877,7.537962659768208,35.0,97.0,0.36082474226804123,28531,-0.028421150050533698,-3.4147160053253174,3.4147160053253174,117.0,120.14700317382812,-6.196144104003906,-1.0604736328125,5.135670471191406,0.04274489030542977,7.457792282104492,2.7161242961883545,0.007456970866769552,0.0003372289938852191,110.19197082519531
train,1-7-4-5_png.rf.9bfdc580a535985ff82ea62c4bde7660.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-5_png.rf.9bfdc580a535985ff82ea62c4bde7660.jpg,82,108,7,png,1.7,4.5,7.6499999999999995,6.2,810,6.698268054115413,64.0,21.0,3.0476190476190474,11186,-0.40183591129386464,-42.083160400390625,42.083160400390625,61.0,104.72722625732422,-46.68449020385742,-31.520606994628906,15.163883209228516,0.14479408794776527,11.832249641418457,7.322773456573486,-0.006369942799210548,0.026431379839777946,88.731201171875
train,1-7-4-2_png.rf.81f1ec2b360aed9d52faff0953fb6767.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2_png.rf.81f1ec2b360aed9d52faff0953fb6767.jpg,83,109,1,png,1.7,4.2,7.14,5.9,1698,7.4377951216719325,31.0,82.0,0.3780487804878049,21041,-0.03063665037847806,-3.5824368000030518,3.5824368000030518,113.0,116.93304443359375,-5.959831237792969,-0.8147911071777345,5.145040130615234,0.04399988177454065,8.830231666564941,2.3718888759613037,0.012070775963366032,-7.826174260117114e-05,101.42852020263672
train,1-7-4-5-6-10-6_png.rf.7e9bfa8e94c984f25826c280722efafb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-5-6-10-6_png.rf.7e9bfa8e94c984f25826c280722efafb.jpg,85,111,6,6-10-6_png,1.7,4.5,7.6499999999999995,6.2,1822,7.508238774678663,38.0,124.0,0.3064516129032258,40350,-0.3765920863781082,-23.661758422851562,23.661758422851562,39.0,62.831268310546875,-26.839049530029296,-16.904779052734355,9.934270477294941,0.15811029674260724,10.140542984008789,5.292551040649414,0.0018056307453662157,-0.005945834796875715,64.71601867675781
train,1-1-4-8-3-10-4_png.rf.b5a344e40f4851da8468d465ee9d800d.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-8-3-10-4_png.rf.b5a344e40f4851da8468d465ee9d800d.jpg,86,112,3,3-10-4_png,1.1,4.8,5.28,5.9,712,6.569481420414296,24.0,55.0,0.43636363636363634,11074,-0.11419470596464915,-12.267993927001953,12.267993927001953,94.0,107.43049621582031,-17.389593505859374,-3.3961021423339846,13.99349136352539,0.13025622943613188,2.4768099784851074,5.8718485832214355,0.005587479565292597,-0.0071290903724730015,107.30066680908203
train,1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,87,113,2,2-10-3_png,1.4,4.5,6.3,5.9,5660,8.64135583403666,114.0,88.0,1.2954545454545454,84397,-0.10782446283281492,-10.213890075683594,10.213890075683594,84.0,94.72702026367188,-11.605946350097657,-8.564499664306641,3.0414466857910156,0.032107488204792825,12.561576843261719,1.805718183517456,-0.0006887624622322619,-0.0038687139749526978,97.17708587646484
train,1-7-3-6_png.rf.d9a55a944ba0f9a7317593ffde720dae.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-6_png.rf.d9a55a944ba0f9a7317593ffde720dae.jpg,89,115,1,png,1.7,3.6,6.12,5.3,1653,7.4109518755836366,31.0,87.0,0.3563218390804598,22470,-0.032329223618907,-3.94509220123291,3.94509220123291,118.0,122.02867126464844,-6.153099060058594,-1.8708419799804688,4.282257080078125,0.03509222083383194,8.235732078552246,2.058227777481079,0.011744321323931217,0.00150854152161628,105.36209106445312
train,1-4-4-5_png.rf.946c770c73b0f74edb4de5071912eccb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5_png.rf.946c770c73b0f74edb4de5071912eccb.jpg,91,119,7,png,1.4,4.5,6.3,5.9,695,6.54534966033442,59.0,22.0,2.6818181818181817,10891,-0.39169555102000875,-46.11164093017578,46.11164093017578,70.0,117.7231674194336,-49.800234985351565,-35.7790283203125,14.021206665039067,0.11910320604170614,13.356757164001465,6.924416542053223,-0.003748757764697075,0.007835703901946545,115.94576263427734
train,1-1-3-6-2-10-3_png.rf.cd210df0072d18ae58611c1c1506502f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-6-2-10-3_png.rf.cd210df0072d18ae58611c1c1506502f.jpg,92,120,2,2-10-3_png,1.1,3.6,3.9600000000000004,4.7,5829,8.670772279344538,113.0,90.0,1.2555555555555555,85475,-0.08296975789954823,-11.40318775177002,11.40318775177002,126.0,137.43788146972656,-13.353878784179688,-9.2734619140625,4.080416870117189,0.02968917176605332,12.396986961364746,2.275578737258911,0.00011127204925287515,-0.004795623943209648,139.7853546142578
train,1-7-4-5_png.rf.25e22881938840b9a41e8bd627f03788.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-5_png.rf.25e22881938840b9a41e8bd627f03788.jpg,93,121,1,png,1.7,4.5,7.6499999999999995,6.2,3047,8.022240916806537,169.0,60.0,2.816666666666667,87969,-0.07374013552940092,-8.009746551513672,8.009746551513672,101.0,108.62126159667969,-13.36322479248047,-2.720243835449213,10.642980957031256,0.09798248336085048,12.43948745727539,3.883430242538452,0.0006045576883479953,-0.011607821099460125,120.32595825195312
train,1-4-3-9-3-10-2_png.rf.4cb2b0958876f0fac91698302f6f90b6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-9-3-10-2_png.rf.4cb2b0958876f0fac91698302f6f90b6.jpg,94,122,7,3-10-2_png,1.4,3.9,5.46,5.3,536,6.285998094508865,41.0,24.0,1.7083333333333333,8240,-0.4970296364948052,-43.2066764831543,43.2066764831543,41.0,86.92977905273438,-49.93745803833008,-21.97909164428711,27.95836639404297,0.32162012487208247,5.111337661743164,11.381159782409668,0.0008311814744956791,0.00489825988188386,83.86772918701172
train,1-1-4-2_png.rf.c859cd3ba9db6304ee662691c50c503a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-2_png.rf.c859cd3ba9db6304ee662691c50c503a.jpg,95,125,7,png,1.1,4.2,4.620000000000001,5.300000000000001,839,6.733401891837359,62.0,24.0,2.5833333333333335,12452,-0.3836249804482556,-46.74271011352539,46.74271011352539,72.0,121.84480285644531,-53.868666076660155,-22.914407348632814,30.95425872802734,0.2540466068503301,13.44632339477539,12.270575523376465,-0.004149518441408873,0.002785065211355686,125.69924926757812
train,1-4-4-2_png.rf.937cfe02b855a29ddb97c2c2a1258188.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-2_png.rf.937cfe02b855a29ddb97c2c2a1258188.jpg,96,126,4,png,1.4,4.2,5.88,5.6,3709,8.21878715560148,191.0,59.0,3.23728813559322,97447,-0.2268779211443225,-29.71297264099121,29.71297264099121,101.0,130.96458435058594,-34.106301879882814,-23.913067626953122,10.193234252929692,0.07783199025503636,23.231494903564453,5.861042022705078,-0.00847304705530405,-0.030121691524982452,176.0569610595703
train,0-8-4-2_png.rf.992de44f23fe1b1c492fcbddb6ddb00c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-4-2_png.rf.992de44f23fe1b1c492fcbddb6ddb00c.jpg,97,129,7,png,0.8,4.2,3.3600000000000003,5.0,857,6.754604099487962,71.0,20.0,3.55,11817,-0.35002988522919587,-51.9086799621582,51.9086799621582,93.0,148.2978515625,-61.40977478027344,-22.329455566406256,39.080319213867185,0.2635258623244236,12.14245319366455,16.23870277404785,-0.007126341573894024,0.012004435062408447,147.7736053466797
train,1-4-3-6_png.rf.34ef29621e4eca766f6d1d4dd5481d0b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-6_png.rf.34ef29621e4eca766f6d1d4dd5481d0b.jpg,98,132,7,png,1.4,3.6,5.04,5.0,736,6.602587892189336,56.0,22.0,2.5454545454545454,10259,-0.34282707770633,-42.838321685791016,42.838321685791016,80.0,124.95606231689453,-48.02408981323242,-26.35790252685547,21.666187286376953,0.17339044528652375,14.306768417358398,10.188348770141602,-0.0043064262717962265,0.016359945759177208,115.6598892211914
train,1-1-4-5-7-10-2_png.rf.1dd84160d4e219e966797bdbd845463a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-5-7-10-2_png.rf.1dd84160d4e219e966797bdbd845463a.jpg,99,133,7,7-10-2_png,1.1,4.5,4.95,5.6,548,6.3080984415095305,42.0,24.0,1.75,8443,-0.4338570913580257,-50.03290939331055,50.03290939331055,62.0,115.32117462158203,-58.30532302856445,-25.005704498291006,33.29961853027345,0.28875545743913644,5.5548787117004395,13.842114448547363,0.0029279738664627075,-0.003029278013855219,114.81354522705078
train,1-7-4-5_png.rf.fd088675e89e615a1880cf622f70e04c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-5_png.rf.fd088675e89e615a1880cf622f70e04c.jpg,100,134,1,png,1.7,4.5,7.6499999999999995,6.2,1469,7.293017679772782,30.0,81.0,0.37037037037037035,20265,-0.021192130829900263,-2.290306329727173,2.290306329727173,106.0,108.07343292236328,-4.196745300292969,-0.9618942260742187,3.23485107421875,0.02993197298120964,8.902528762817383,1.655776858329773,0.01015857420861721,3.544530045473948e-05,94.90401458740234
train,2-0-3-3_png.rf.541dec8405fa89d25540266ab464c979.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-3_png.rf.541dec8405fa89d25540266ab464c979.jpg,103,137,4,png,2.0,3.3,6.6,5.3,3940,8.279189777195004,192.0,59.0,3.2542372881355934,97746,-0.20740941285964343,-21.32781219482422,21.32781219482422,81.0,102.82952880859375,-25.842528533935546,-15.958189392089846,9.8843391418457,0.09612354793771688,25.721525192260742,4.649507522583008,-0.009775914251804352,-0.033301979303359985,153.37925720214844
train,2-0-4-8_png.rf.22b12e455b24cf01141f154232072b13.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-8_png.rf.22b12e455b24cf01141f154232072b13.jpg,104,138,1,png,2.0,4.8,9.6,6.8,1731,7.4570320891223805,36.0,84.0,0.42857142857142855,25350,-0.029972221489560424,-2.7222788333892822,2.7222788333892822,88.0,90.82672882080078,-4.891258239746094,-0.6675796508789062,4.2236785888671875,0.046502595036758576,7.935479640960693,1.869828224182129,0.011059796437621117,-0.0027089021168649197,79.24071502685547
train,2-0-3-6_png.rf.fba21ca3e8b92ab2c54c0c7a02e5ca6f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-6_png.rf.fba21ca3e8b92ab2c54c0c7a02e5ca6f.jpg,105,139,1,png,2.0,3.6,7.2,5.6,3031,8.016977746762262,170.0,61.0,2.7868852459016393,90053,-0.09538590188664944,-9.524591445922852,9.524591445922852,91.0,99.85324096679688,-15.64532470703125,-4.000335693359375,11.644989013671875,0.11662104205054354,12.319677352905273,4.255157470703125,0.0006122509366832674,-0.01131528802216053,111.2416763305664
train,1-1-4-2-7-10-2_png.rf.283e154f552f295b51f079d3240045a3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-2-7-10-2_png.rf.283e154f552f295b51f079d3240045a3.jpg,108,142,7,7-10-2_png,1.1,4.2,4.620000000000001,5.300000000000001,537,6.2878585601617845,42.0,24.0,1.75,8454,-0.43707973711419795,-52.631263732910156,52.631263732910156,64.0,120.41570281982422,-60.4312744140625,-27.399133300781248,33.032141113281256,0.27431755443645617,5.430239200592041,14.022171020507812,0.006505381781607866,-0.001173109863884747,116.4779281616211
train,1-4-4-8_png.rf.f3aa59e57f5ca72aeea7e50439585d64.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-8_png.rf.f3aa59e57f5ca72aeea7e50439585d64.jpg,110,144,1,png,1.4,4.8,6.72,6.199999999999999,1628,7.395721608602045,36.0,83.0,0.43373493975903615,25130,-0.05618259914752899,-6.291782855987549,6.291782855987549,105.0,111.98810577392578,-8.92208023071289,-1.919770812988282,7.002309417724608,0.06252726009903596,7.84995698928833,2.7409446239471436,0.008767602033913136,0.00453227898105979,96.13473510742188
train,0-8-3-6-2-10-3_png.rf.4f76dad68f9a7611a350ee30feed20d9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-3-6-2-10-3_png.rf.4f76dad68f9a7611a350ee30feed20d9.jpg,111,145,2,2-10-3_png,0.8,3.6,2.8800000000000003,4.4,5723,8.652423140676342,113.0,89.0,1.2696629213483146,84554,-0.06276205619424195,-10.785900115966797,10.785900115966797,161.0,171.8538360595703,-11.987762451171875,-8.964901733398436,3.0228607177734386,0.017589719188611033,9.864133834838867,1.9507602453231812,-0.0010337760904803872,-0.00605658208951354,175.6579132080078
train,1-5-4-2-1_png.rf.d8aa1b386da2f14a2b9d925d73e1eeae.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-5-4-2-1_png.rf.d8aa1b386da2f14a2b9d925d73e1eeae.jpg,112,146,1,1_png,1.5,4.2,6.300000000000001,5.7,4874,8.491875383431948,122.0,54.0,2.259259259259259,54223,-0.03210095007927888,-3.9520537853240967,3.9520537853240967,119.0,123.11329650878906,-5.964022827148438,-1.794664001464844,4.169358825683593,0.0338660318902755,5.073507308959961,1.6351618766784668,0.005996510852128267,-0.008950427174568176,123.84845733642578
train,2-0-3-9_png.rf.12bfd83ebd931c2ca0ac7591130e4ae9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-9_png.rf.12bfd83ebd931c2ca0ac7591130e4ae9.jpg,114,148,7,png,2.0,3.9,7.8,5.9,608,6.411818267709897,23.0,55.0,0.41818181818181815,10684,-0.2778614210290382,-25.53691291809082,25.53691291809082,61.0,91.90521240234375,-42.92099151611328,3.1454833984375106,46.066474914550795,0.5012389799272802,22.67814064025879,17.50592041015625,0.04666374623775482,0.1007552519440651,-66.56675720214844
train,1-4-3-3_png.rf.41f5dfd5ac303d5aac02cbd96f78b219.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-3_png.rf.41f5dfd5ac303d5aac02cbd96f78b219.jpg,115,151,1,png,1.4,3.3,4.619999999999999,4.699999999999999,1657,7.4133673356952405,33.0,84.0,0.39285714285714285,23155,-0.0234324714245963,-3.6518499851226807,3.6518499851226807,152.0,155.845703125,-5.792230224609375,-0.772369384765625,5.01986083984375,0.03221045392452972,9.008620262145996,1.9519933462142944,0.013150472193956375,0.0015689886640757322,137.31222534179688
