image_id,ann_id,file_name,group_id,layer_gt,wb1,wb2,g_flake_peak,g_bg_median,delta_g,normalized_delta_g,area_px,log_area_px,bbox_x,bbox_y,bbox_w,bbox_h
95,116,0-8-4-2-7-100-2_png.rf.35ac0108bf9e5f94f93327fcf6b20fe3.jpg,0-8-4-2-7-100-2_png,7,0.8,4.2,-43.71869659423828,-0.09116363525390625,-43.627532958984375,-0.27045454029499033,49317,10.80604440495564,524.0,310.0,436.0,249.0
96,117,1-7-3-9_png.rf.c582e955f786b0ba3d85daaf24041918.jpg,1-7-3-9_png,1,1.7,3.9,-2.978940963745117,-0.03546905517578125,-2.943471908569336,-0.024537874927462528,1811,7.502186486602925,1273.0,933.0,34.859,96.029
97,118,1-4-3-9_png.rf.9c031c083546c181258720fd342dd113.jpg,1-4-3-9_png,8,1.4,3.9,-57.967533111572266,0.03713226318359375,-58.00466537475586,-0.4382981163088813,2634,7.876638460975463,1308.0,899.0,60.0,64.0
98,119,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,1-1-3-3_png,8,1.1,3.3,-76.50837707519531,0.077423095703125,-76.58580017089844,-0.5350537129592081,254,5.541263545158426,1542.0,974.0,45.356,32.674
98,120,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,1-1-3-3_png,7,1.1,3.3,-63.84603500366211,0.03497314453125,-63.88100814819336,-0.46034033029881893,1547,7.344719054149673,942.0,889.0,57.762,84.312
98,121,1-1-3-3_png.rf.8ecfe0f60c2afbe95fcb3c05913eba08.jpg,1-1-3-3_png,6,1.1,3.3,-55.84177780151367,0.0033111572265625,-55.845088958740234,-0.39066124225079635,838,6.732210706467206,1559.0,978.0,61.396,22.679
99,122,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,1-7-3-6_png,8,1.7,3.6,-59.378143310546875,0.1409759521484375,-59.51911926269531,-0.5408390020757851,372,5.921578419643816,1546.0,978.0,41.583,30.385
99,123,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,1-7-3-6_png,7,1.7,3.6,-44.8096809387207,-0.01148223876953125,-44.79819869995117,-0.42239376509489596,1704,7.4413203897176174,941.0,891.0,59.219,88.145
99,124,1-7-3-6_png.rf.50ba7e2e614d499e29265db0c2935702.jpg,1-7-3-6_png,6,1.7,3.6,-46.56045150756836,0.0729522705078125,-46.63340377807617,-0.4239739101024585,776,6.655440350367647,1564.0,978.0,59.743,23.126
100,125,2-0-3-9_png.rf.d2c1e3dea6b0286e989fd1a0c59584d7.jpg,2-0-3-9_png,10,2.0,3.9,-53.53617858886719,0.1146392822265625,-53.65081787109375,-0.5127589636495682,552,6.315358001522335,1493.0,848.0,22.0,54.0
101,128,0_8-3_9-6-100-6_png.rf.eb70dbed372fde1a8eeba331d408646b.jpg,0_8-3_9-6-100-6_png,6,0.8,3.9,-21.186349868774414,-0.00235748291015625,-21.183992385864258,-0.13361561988528212,156210,11.958962936443383,592.0,12.0,328.0,1008.88
103,130,1-4-3-9-12-100-5_png.rf.57d864b235718f7371229e26c0f6f69d.jpg,1-4-3-9-12-100-5_png,9,1.4,3.9,-49.11675262451172,-0.05999755859375,-49.05675506591797,-0.4897143838535084,63191,11.053932989844254,585.0,241.0,266.0,502.0
104,131,1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,1-4-4-5-2-10-3_png,2,1.4,4.5,-10.362796783447266,0.010211944580078125,-10.373008728027344,-0.10951190513491176,5517,8.615770754777232,652.0,466.0,113.0,87.0
105,132,1-1-4-5_png.rf.7e33b0c527c83096799dbe73c44947b2.jpg,1-1-4-5_png,7,1.1,4.5,-64.98058319091797,-0.0184478759765625,-64.9621353149414,-0.5764507798592303,2778,7.929846429742503,683.0,1051.0,108.498,36.668
106,133,0-8-4-2-12-100-5_png.rf.b9b208bdce743e00daa47462989b0204.jpg,0-8-4-2-12-100-5_png,9,0.8,4.2,-56.861114501953125,-0.0814208984375,-56.779693603515625,-0.37221524805420714,63344,11.056351256036153,586.0,240.0,266.0,501.0
108,135,2-0-4-5_png.rf.7c5d3eb92b26ca429afc8700b2e2d5ef.jpg,2-0-4-5_png,1,2.0,4.5,-3.1647794246673584,-0.07672119140625,-3.0880582332611084,-0.03352142523502839,1366,7.220373836723949,1279.0,946.0,26.245,84.82
109,136,0_8-4_8-2-100-3_png.rf.8a66934445864ea927cfaf6538e75a0d.jpg,0_8-4_8-2-100-3_png,2,0.8,4.8,-3.897777557373047,0.144317626953125,-4.042095184326172,-0.02774056443137355,566009,13.246367024873768,207.0,25.0,1132.0,910.0
110,137,1-4-3-6_png.rf.506e6f8217cf3f23b6b66a721ead12f9.jpg,1-4-3-6_png,8,1.4,3.6,-61.98784255981445,-0.05564117431640625,-61.93220138549805,-0.430009047717173,2603,7.86480400332846,1309.0,899.0,59.0,63.0
111,138,1-1-4-5-12-100-5_png.rf.fd9c9e832b49c77db7d27572b292bdd5.jpg,1-1-4-5-12-100-5_png,9,1.1,4.5,-57.98979187011719,-0.0726165771484375,-57.91717529296875,-0.43818837438446395,63097,11.052444352305907,587.0,242.0,265.0,501.0
112,139,1-7-3-6-12-100-5_png.rf.964bc88ac4b9df5d60924864c973cfc7.jpg,1-7-3-6-12-100-5_png,9,1.7,3.6,-43.781394958496094,-0.09633636474609375,-43.68505859375,-0.5691499957258246,63078,11.052143188066092,585.0,241.0,266.0,501.0
113,140,1-7-3-3_png.rf.6cf67ff9099ab0ce57156e0529384bea.jpg,1-7-3-3_png,1,1.7,3.3,-6.178497791290283,-0.12069320678710938,-6.057804584503174,-0.04881498971053822,2939,7.986164860332727,1322.0,1059.0,170.0,59.0
114,141,0-8-4-2-6-10-6_png.rf.f06bc3ebab8cf4997dc15e7d8f16e2c4.jpg,0-8-4-2-6-10-6_png,6,0.8,4.2,-42.81462097167969,0.0200653076171875,-42.834686279296875,-0.2954284174789364,1785,7.487733761436444,682.0,468.0,40.333,133.193
115,142,1_1-3_6-3-100-4_png.rf.e368392c4c3ff1748041adcd52dbf546.jpg,1_1-3_6-3-100-4_png,3,1.1,3.6,-11.270358085632324,-0.033782958984375,-11.23657512664795,-0.08259118534471156,43871,10.689031582362041,474.0,206.0,196.0,450.0
116,143,1-4-3-9_png.rf.b58046ccab02c43dbd2b868ec3640a4c.jpg,1-4-3-9_png,9,1.4,3.9,-73.79822540283203,0.0145721435546875,-73.81279754638672,-0.5606629561084433,2543,7.841492924460013,1454.0,769.0,96.0,60.0
117,144,0-8-3-6-12-100-5_png.rf.fdde129f448b2c6f99067ae63e4fda0a.jpg,0-8-3-6-12-100-5_png,9,0.8,3.6,-57.904109954833984,0.04433441162109375,-57.94844436645508,-0.3731504890237408,63457,11.058133548725012,583.0,239.0,265.0,503.0
118,145,1_1-4_2-3-100_png.rf.42570de34f7073cfee581b86f8af573d.jpg,1_1-4_2-3-100_png,3,1.1,4.2,-16.67237091064453,-0.0297088623046875,-16.642662048339844,-0.12134094840303368,111420,11.621071098583894,664.0,315.0,401.6,431.729
119,146,1-4-4-2_png.rf.721481f17552402d880ef5900c63faf4.jpg,1-4-4-2_png,1,1.4,4.2,-6.493600368499756,-0.0194091796875,-6.474191188812256,-0.05081876395541692,1445,7.27655640271871,1276.0,956.0,31.389,75.627
120,147,1_7-4_2-2-100-3_png.rf.ff8ad4d9aa5b08ad94ec045d356a643c.jpg,1_7-4_2-2-100-3_png,2,1.7,4.2,-3.873520851135254,0.00891876220703125,-3.882439613342285,-0.05546198436712217,558877,13.233686481448514,258.0,24.0,1080.0,909.0
121,148,1-4-3-3_png.rf.6668aa2907434c01664475b36ff7ac32.jpg,1-4-3-3_png,4,1.4,3.3,-26.92713737487793,-0.079986572265625,-26.847150802612305,-0.17522625381857626,3864,8.259716961021523,1505.0,1026.0,191.0,57.0
122,149,1-7-3-6_png.rf.542cf4e512e41802a242248e50d73fb1.jpg,1-7-3-6_png,1,1.7,3.6,-5.809937477111816,-0.1140289306640625,-5.695908546447754,-0.046842097321249415,2956,7.9919305198524775,1323.0,1061.0,169.0,58.0
123,150,2-0-4-8_png.rf.22b12e455b24cf01141f154232072b13.jpg,2-0-4-8_png,1,2.0,4.8,-2.422886848449707,-0.013462066650390625,-2.4094247817993164,-0.026608736018134592,1658,7.413970290190444,1274.0,945.0,34.48,83.441
124,151,2-0-3-3_png.rf.dfe778684e22e24d4bbc2a0596af932e.jpg,2-0-3-3_png,8,2.0,3.3,-55.40958786010742,-0.062152862548828125,-55.347434997558594,-0.48043504261696834,2602,7.864419904994565,1302.0,893.0,60.0,62.0
125,152,1_1-4_5-6-100-6_png.rf.0b8e3442181b82ee809fae0aff8f441c.jpg,1_1-4_5-6-100-6_png,6,1.1,4.5,-22.87417221069336,-0.02689361572265625,-22.847278594970703,-0.17213628930756875,159510,11.979868164346266,586.0,3.0,336.0,1020.28
126,153,1-7-3-6_png.rf.c553888bbb4f29eae5695f31b560900b.jpg,1-7-3-6_png,8,1.7,3.6,-56.04208755493164,-0.0519561767578125,-55.99013137817383,-0.4329646385256566,2646,7.881182202227102,1308.0,899.0,60.0,64.0
127,154,0-8-4-5-12-100-5_png.rf.d27c5131de768145c0426d580c16b1be.jpg,0-8-4-5-12-100-5_png,9,0.8,4.5,-57.9656982421875,0.0231170654296875,-57.98881530761719,-0.38166862186610284,62911,11.049492203506839,586.0,241.0,266.0,501.0
128,155,1-1-3-3_png.rf.49cebed77ee5ec9b29f049acad6e2b79.jpg,1-1-3-3_png,1,1.1,3.3,-6.162255764007568,-0.07669830322265625,-6.085557460784912,-0.03609241782301115,2804,7.9391588179567965,1323.0,1058.0,170.0,60.0
130,157,1-4-4-8-12-100-5_png.rf.0555e2344387b938e225ac587bed8c57.jpg,1-4-4-8-12-100-5_png,9,1.4,4.8,-50.936561584472656,-0.06977081298828125,-50.866790771484375,-0.5203356014988185,63080,11.052174893836543,587.0,242.0,264.0,500.0
131,158,2-0-3-6_png.rf.5bb8149664dcb3d94ba83f2ff79fa905.jpg,2-0-3-6_png,9,2.0,3.6,-60.83592224121094,-0.054107666015625,-60.78181457519531,-0.5367228433585719,2479,7.8160138391590275,1453.0,768.0,96.0,60.0
132,159,1-1-3-6_png.rf.41f8282f4d610f31de920e2ddda062ec.jpg,1-1-3-6_png,1,1.1,3.6,-6.524067401885986,0.0284881591796875,-6.552555561065674,-0.04191332781911032,2882,7.9665866976384025,1323.0,1058.0,169.0,59.0
133,160,0_8-3_9-3-100-4_png.rf.a0ea87f8dc3849c82ca77e62678da871.jpg,0_8-3_9-3-100-4_png,3,0.8,3.9,-13.564697265625,0.05941009521484375,-13.624107360839844,-0.08341489974221683,43708,10.685309309535713,475.0,206.0,195.0,452.0
134,161,0_8-3_6-6-100-6_png.rf.f710411774b36466e267112827b949a5.jpg,0_8-3_6-6-100-6_png,6,0.8,3.6,-22.051740646362305,0.04915618896484375,-22.10089683532715,-0.13806741614055076,151397,11.927667409858602,592.0,12.0,323.2,1005.682
135,162,1_1-4_5-3-100-4_png.rf.223b501cee6e7eb4d02511764b426737.jpg,1_1-4_5-3-100-4_png,3,1.1,4.5,-13.622743606567383,-0.02587127685546875,-13.596872329711914,-0.10202079595454404,43588,10.682560103927765,474.0,204.0,197.0,453.0
136,163,1_7-4_2-6-100-6_png.rf.990c8e7dc81a0a2d300343068da7acde.jpg,1_7-4_2-6-100-6_png,6,1.7,4.2,-18.575923919677734,0.009613037109375,-18.58553695678711,-0.2543764551853808,158614,11.974235161264303,584.0,3.0,326.4,1017.082
137,164,1-4-3-6_png.rf.e93f378564d40fcce19c08ba50d4b80e.jpg,1-4-3-6_png,4,1.4,3.6,-27.393596649169922,0.0255279541015625,-27.419124603271484,-0.18672074337506203,3734,8.225503097566918,1505.0,1026.0,191.0,57.0
138,165,0_5-3_6-3-100_png.rf.a37dca445803ab946ffc1b764fe8b01a.jpg,0_5-3_6-3-100_png,3,0.5,3.6,-10.092249870300293,0.2030029296875,-10.295252799987793,-0.06021810184415401,110945,11.616798875435041,494.0,193.0,408.4,420.535
139,166,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,2-0-3-6_png,8,2.0,3.6,-60.103050231933594,-0.01031494140625,-60.092735290527344,-0.6043176954204597,358,5.883322388488279,1544.0,977.0,42.427,31.014
139,167,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,2-0-3-6_png,7,2.0,3.6,-41.097137451171875,-0.00122833251953125,-41.095909118652344,-0.4294338345858068,1542,7.341483852363161,941.0,889.0,57.074,86.246
139,168,2-0-3-6_png.rf.dfd2ed6d229fdff01bf4e2646f79ed30.jpg,2-0-3-6_png,6,2.0,3.6,-46.55555725097656,-0.0601654052734375,-46.495391845703125,-0.4675891015436421,692,6.541029999189903,1561.0,980.0,59.831,20.367
140,169,1-1-4-2-12-100-5_png.rf.a06707ba39ac8a29078cd1cef195266e.jpg,1-1-4-2-12-100-5_png,9,1.1,4.2,-57.467899322509766,-0.1129913330078125,-57.35490798950195,-0.4265394689107015,62715,11.046371877480341,586.0,240.0,265.0,501.0
141,170,0_8-3_3-3-100_png.rf.a012420ec64f66620ccc5a96800803b2.jpg,0_8-3_3-3-100_png,3,0.8,3.3,-13.030547142028809,-0.08855438232421875,-12.94199275970459,-0.0780537470824164,112815,11.633513451958821,491.0,193.0,409.6,420.535
142,171,1_1-4_5-2-100-3_png.rf.f34372d84d1a09f32dab0ddd3bbdc3a2.jpg,1_1-4_5-2-100-3_png,2,1.1,4.5,-2.8826160430908203,-0.035125732421875,-2.8474903106689453,-0.022328057334801345,561800,13.238902973643576,265.0,23.0,1073.0,910.0
143,172,1-7-3-9-3-100-2_png.rf.ee81b88ff4edb73bd3d52cb407594140.jpg,1-7-3-9-3-100-2_png,7,1.7,3.9,-35.232669830322266,-0.005077362060546875,-35.22759246826172,-0.45745727973996764,49638,10.81253209407131,423.0,355.0,437.0,248.0
144,173,1_7-4_8-2-100-3_png.rf.35cff443e29eb149afc2100cf8f53c85.jpg,1_7-4_8-2-100-3_png,2,1.7,4.8,-3.4791316986083984,-0.0275115966796875,-3.451620101928711,-0.048549166667560935,557528,13.231269798900744,267.0,24.0,1070.0,909.0
145,174,2-0-3-9_png.rf.949fa39f6d31623a6121b4a7e8353f35.jpg,2-0-3-9_png,4,2.0,3.9,-19.29681396484375,-0.023609161376953125,-19.273204803466797,-0.20042418551660146,3638,8.19946419761216,1505.0,1027.0,192.0,58.0
147,176,2-3-3-6_png.rf.3c4a60517d910f7cc6ef6f04131c8b3b.jpg,2-3-3-6_png,9,2.3,3.6,-52.76165771484375,-0.049739837646484375,-52.711917877197266,-0.5850976450456972,2397,7.7823903355874595,1453.0,768.0,96.0,60.0
148,177,1-1-3-3_png.rf.707bafc38e8ad25edf097d5042aa696e.jpg,1-1-3-3_png,7,1.1,3.3,-66.6891098022461,0.05810546875,-66.7472152709961,-0.5106625363937978,3275,8.09437844497296,682.0,1047.0,115.922,51.496
149,178,1-4-4-8_png.rf.1d7e57ba37060f71327c9d909b9c5f38.jpg,1-4-4-8_png,4,1.4,4.8,-31.563617706298828,0.02111053466796875,-31.584728240966797,-0.2778833595272133,3444,8.144679183447758,1506.0,1025.0,191.0,58.0
150,179,1_7-3_6-3-100-4_png.rf.0e2c14656bafa6a7247814c899e457d2.jpg,1_7-3_6-3-100-4_png,3,1.7,3.6,-10.180057525634766,-0.048030853271484375,-10.132026672363281,-0.13138210182079502,43754,10.686361170969931,476.0,206.0,194.0,450.0
151,180,1_4-4_8-3-100_png.rf.8ede069b98de1e579d03a3776c05837e.jpg,1_4-4_8-3-100_png,3,1.4,4.8,-9.875597953796387,0.009319305419921875,-9.884917259216309,-0.10002003085744035,112923,11.634470305048572,452.0,265.0,407.2,430.13
152,181,1-4-3-6_png.rf.9628f4ac1d091f5d7112e21dff044ae7.jpg,1-4-3-6_png,9,1.4,3.6,-75.43162536621094,0.008575439453125,-75.44020080566406,-0.525604409845332,2481,7.8168199657645525,1454.0,769.0,97.0,60.0
153,182,1-7-4-2-3-100-2_png.rf.7faff86439664bfe0284b363c1906247.jpg,1-7-4-2-3-100-2_png,7,1.7,4.2,-31.987506866455078,-0.028533935546875,-31.958972930908203,-0.4453077253688364,12033,9.395491255780296,484.0,422.0,214.0,125.0
154,183,1-7-4-8_png.rf.da472f55ef57fb190194a56f02d1524c.jpg,1-7-4-8_png,7,1.7,4.8,-56.18366241455078,0.0657501220703125,-56.249412536621094,-0.580316389394412,2621,7.871692664323645,685.0,1049.0,108.085,44.116
155,184,1_4-3_6-3-100-4_png.rf.b7370ae78231b3c6c5119344e98b3a2b.jpg,1_4-3_6-3-100-4_png,3,1.4,3.6,-11.949708938598633,-0.042018890380859375,-11.907690048217773,-0.1159663477495311,43469,10.679826323982837,475.0,206.0,196.0,450.0
156,185,1-7-3-9_png.rf.291a0a46bb3f8e90bea6eef07a57cc08.jpg,1-7-3-9_png,8,1.7,3.9,-52.54295349121094,-0.0344696044921875,-52.50848388671875,-0.4392468233164871,2625,7.873217054862741,1308.0,899.0,60.0,64.0
157,186,2-0-4-5_png.rf.4c9934d349af1eda4c6c7785f44129ac.jpg,2-0-4-5_png,1,2.0,4.5,-5.204732894897461,-0.09457015991210938,-5.110162734985352,-0.05566307612553309,3006,8.008698182988528,1322.0,1057.0,170.0,61.0
158,187,0_8-4_5-3-100-4_png.rf.40100ca1f9ab9cefc0b91269e55b64e3.jpg,0_8-4_5-3-100-4_png,3,0.8,4.5,-14.28120231628418,0.0497283935546875,-14.330930709838867,-0.0878749876728814,43372,10.677592406675998,475.0,204.0,195.0,453.0
159,188,1-7-3-9_png.rf.1d6e3af27f8a0e6634e7cbc83bf45b21.jpg,1-7-3-9_png,1,1.7,3.9,-4.751728057861328,-0.11316680908203125,-4.638561248779297,-0.038840674055088634,2914,7.977625098784593,1322.0,1058.0,169.0,60.0
160,189,0_8-4_8-6-100-6_png.rf.773543bcf61f7c9568501a88a24294a9.jpg,0_8-4_8-6-100-6_png,6,0.8,4.8,-22.837039947509766,0.0557708740234375,-22.892810821533203,-0.15076357874156748,158138,11.971229672094111,587.0,6.0,334.4,1016.961
161,190,1-1-4-2_png.rf.fe1a571940f9ce408db6067bb3ad73db.jpg,1-1-4-2_png,4,1.1,4.2,-25.126792907714844,0.0760498046875,-25.202842712402344,-0.18431787610335054,3728,8.22389538017882,1506.0,1027.0,191.0,58.0
162,191,0-8-3-9-7-10-2_png.rf.028097a6c59a7a9fd476df2cfdcff7cd.jpg,0-8-3-9-7-10-2_png,7,0.8,3.9,-64.88835906982422,0.05120849609375,-64.93956756591797,-0.4455947533920238,494,6.20455776256869,676.0,495.0,41.0,23.0
163,192,2-0-3-6_png.rf.ec23d8a6649d12cd3acc2dd962eafe0d.jpg,2-0-3-6_png,4,2.0,3.6,-15.937793731689453,-0.015735626220703125,-15.92205810546875,-0.16658040724451434,8051,8.993675786759683,1307.0,1068.0,170.048,98.326
164,193,1-7-3-6_png.rf.72f174885e3aac98ef00a88f99d20e2a.jpg,1-7-3-6_png,2,1.7,3.6,-21.197032928466797,-0.02062225341796875,-21.176410675048828,-0.15844476827655038,943,6.8501261661455,1444.0,789.0,34.0,63.0
165,194,1_4-4_2-2-100-3_png.rf.80460ad71a5366d86cbb1d711f102855.jpg,1_4-4_2-2-100-3_png,2,1.4,4.2,-3.5822696685791016,-0.00244903564453125,-3.5798206329345703,-0.03806531296614294,560641,13.236837834635343,246.0,25.0,1091.0,908.0
166,195,0-8-3-3_png.rf.f049181e8c5e4a13a5cca94c3913011c.jpg,0-8-3-3_png,8,0.8,3.3,-64.68740844726562,0.03842926025390625,-64.72583770751953,-0.4228105366117385,237,5.472270673671475,1546.0,978.0,41.438,29.053
166,196,0-8-3-3_png.rf.f049181e8c5e4a13a5cca94c3913011c.jpg,0-8-3-3_png,7,0.8,3.3,-43.51211166381836,0.08795166015625,-43.60006332397461,-0.29330418296420196,1713,7.446585099157725,940.0,891.0,61.437,80.229
166,197,0-8-3-3_png.rf.f049181e8c5e4a13a5cca94c3913011c.jpg,0-8-3-3_png,6,0.8,3.3,-40.83651351928711,0.04412841796875,-40.88064193725586,-0.2673793329133753,811,6.699500340161678,1559.0,980.0,62.26,21.085
167,198,1-4-4-2_png.rf.0ede17c247c1e253b9d78ade7ad9f955.jpg,1-4-4-2_png,7,1.4,4.2,-60.731117248535156,0.071258544921875,-60.80237579345703,-0.5359534867455652,2345,7.76046702921342,683.0,1049.0,108.272,41.574
168,199,1_1-3_6-3-100_png.rf.0307dcceae267e17398fb4f7e30321ca.jpg,1_1-3_6-3-100_png,3,1.1,3.6,-8.596837043762207,-0.046295166015625,-8.550541877746582,-0.06259652099380836,110517,11.612933682601446,496.0,183.0,403.2,423.733
169,200,2-3-3-9_png.rf.b26a6f463a2b10e1ea9bfdd882f8b75d.jpg,2-3-3-9_png,10,2.3,3.9,-49.30904006958008,0.1326446533203125,-49.44168472290039,-0.5821683086700438,543,6.298949246855942,1493.0,847.0,23.0,56.0
170,203,0_8-4_2-3-100-4_png.rf.47074b16c199d48f76a79808da59ff8b.jpg,0_8-4_2-3-100-4_png,3,0.8,4.2,-16.313522338867188,-0.0313720703125,-16.282150268554688,-0.10015774558413736,43687,10.68482874383199,473.0,202.0,194.0,453.0
171,204,0_5-4_8-3-100_png.rf.5c72beebaec6c51bdf587092284970ab.jpg,0_5-4_8-3-100_png,3,0.5,4.8,-6.401439666748047,0.07884979248046875,-6.480289459228516,-0.03949442585569718,110750,11.61503971721199,456.0,273.0,411.6,418.937
172,205,1-4-3-6-3-10_png.rf.ad84b927b1babbe89c96f28f7ea04ec2.jpg,1-4-3-6-3-10_png,3,1.4,3.6,-1.5343294143676758,0.18698501586914062,-1.7213144302368164,-0.01853074545109284,1063,6.96979066990159,628.0,552.0,39.765,40.68
173,206,1-4-4-2_png.rf.f568c8e82dd905b6dc27db9fc9a59014.jpg,1-4-4-2_png,1,1.4,4.2,-6.011932373046875,-0.032512664794921875,-5.979419708251953,-0.04674502649921348,4695,8.454466361507933,1324.0,986.0,123.0,52.0
174,207,1_7-3_9-2-100-3_png.rf.e4801736469c94c09491c9642b5e0275.jpg,1_7-3_9-2-100-3_png,2,1.7,3.9,-2.1904830932617188,0.0828704833984375,-2.2733535766601562,-0.031960717791215607,563406,13.241757558912365,222.0,26.0,1117.0,907.0
175,208,1-7-4-5-3-100-2_png.rf.877c9b81aff76315328dd976407ce7f4.jpg,1-7-4-5-3-100-2_png,7,1.7,4.5,-29.018291473388672,-0.00502777099609375,-29.013263702392578,-0.39721754329743414,49202,10.803709876231219,423.0,354.0,437.0,248.0
176,209,2-0-4-2_png.rf.83a5b72c58566eb0fb1aa7d8bde50b3b.jpg,2-0-4-2_png,1,2.0,4.2,-3.916156768798828,0.001007080078125,-3.917163848876953,-0.04059322517655106,4758,8.46779284112111,1324.0,986.0,123.0,52.0
177,210,0_5-3_3-3-100_png.rf.1472399d2d37ca0062205a7488b0b74d.jpg,0_5-3_3-3-100_png,3,0.5,3.3,-10.06662368774414,0.02265167236328125,-10.089275360107422,-0.05860989984181257,111940,11.625727225762605,488.0,185.0,416.0,420.535
178,211,1-7-4-5_png.rf.59608e5c5593ff8e5c2b65929af07e2d.jpg,1-7-4-5_png,4,1.7,4.5,-33.07325744628906,-0.053150177001953125,-33.02010726928711,-0.3048039453131905,3711,8.21932609390609,1507.0,1025.0,190.0,56.0
179,212,1_1-4_2-6-100-6_png.rf.ced40ba0e1a8678f06a69a763c421a9c.jpg,1_1-4_2-6-100-6_png,6,1.1,4.2,-22.663902282714844,-0.049468994140625,-22.61443328857422,-0.17297370951854082,151670,11.929468980285394,590.0,2.0,326.4,1017.281
180,213,1-7-4-8_png.rf.b59b6847350bdceaa60b1c11eec516ac.jpg,1-7-4-8_png,1,1.7,4.8,-1.3703018426895142,-0.10318756103515625,-1.267114281654358,-0.012510922976520776,4774,8.471149252914831,1324.0,985.0,123.0,53.0
181,214,1-7-3-3_png.rf.7669e870b8e331ed744eb24de5cc4831.jpg,1-7-3-3_png,8,1.7,3.3,-61.16934585571289,0.000148773193359375,-61.16949462890625,-0.545113917585597,350,5.860786223465865,1543.0,975.0,46.64,34.338
181,215,1-7-3-3_png.rf.7669e870b8e331ed744eb24de5cc4831.jpg,1-7-3-3_png,7,1.7,3.3,-44.60818099975586,-0.012081146240234375,-44.596099853515625,-0.41217490183231076,2011,7.60688453121963,944.0,890.0,60.0,88.0
181,216,1-7-3-3_png.rf.7669e870b8e331ed744eb24de5cc4831.jpg,1-7-3-3_png,6,1.7,3.3,-46.61402893066406,0.0408477783203125,-46.654876708984375,-0.41623184594117746,751,6.62273632394984,1558.0,975.0,64.706,25.186
183,218,2-3-3-9_png.rf.6ad0195ee94d29f2341764fb60ffdbad.jpg,2-3-3-9_png,2,2.3,3.9,-10.91293716430664,-0.00665283203125,-10.90628433227539,-0.10383990342910084,892,6.794586580876499,1444.0,789.0,31.0,63.0
184,219,1_4-3_9-3-100_png.rf.eb6e1942f259449124c4d6eefed6fdee.jpg,1_4-3_9-3-100_png,3,1.4,3.9,-16.554229736328125,-0.08135223388671875,-16.472877502441406,-0.15757528828699502,111347,11.62041571114118,660.0,318.0,402.4,420.536
185,220,1_1-3_6-6-100-6_png.rf.4a8c239488e9fb3ec92f601d4f65360d.jpg,1_1-3_6-6-100-6_png,6,1.1,3.6,-23.29446792602539,0.0148773193359375,-23.309345245361328,-0.17399561070347772,151234,11.926590197421348,595.0,16.0,324.8,1006.6
186,221,2-0-3-3_png.rf.541dec8405fa89d25540266ab464c979.jpg,2-0-3-3_png,4,2.0,3.3,-19.21129608154297,0.007171630859375,-19.218467712402344,-0.19148603476299775,3732,8.224967478914584,1505.0,1027.0,191.0,58.0
188,222,1-4-4-5_png.rf.3384aaea34011903dcc46bc9e0b28463.jpg,1-4-4-5_png,4,1.4,4.5,-29.436416625976562,0.00096893310546875,-29.43738555908203,-0.24596661220669597,3503,8.161660452056282,1507.0,1026.0,189.0,57.0
189,223,1-1-4-8-3-10-4_png.rf.b5a344e40f4851da8468d465ee9d800d.jpg,1-1-4-8-3-10-4_png,3,1.1,4.8,-15.93359661102295,0.02111053466796875,-15.954707145690918,-0.1485585215893116,651,6.480044561926653,682.0,495.0,23.0,54.0
190,224,1-1-4-2-6-10-6_png.rf.b5e8c426c587b636bf5b9a5a6345c102.jpg,1-1-4-2-6-10-6_png,6,1.1,4.2,-36.08094024658203,-0.05652618408203125,-36.0244140625,-0.29044137592852143,1748,7.466799475018602,683.0,473.0,38.769,122.692
191,225,1-4-3-6_png.rf.3504810b84707c55679a3b80b22f71a2.jpg,1-4-3-6_png,2,1.4,3.6,-14.815942764282227,0.0759429931640625,-14.891885757446289,-0.11082390217064836,880,6.78105762593618,1444.0,789.0,34.0,62.0
192,226,1-4-4-5_png.rf.5eabbf8766b64aae472dec2241b4ddd2.jpg,1-4-4-5_png,1,1.4,4.5,-6.3759565353393555,-0.05126953125,-6.3246870040893555,-0.05276761576179336,2995,8.005033344637111,1322.0,1059.0,170.0,58.0
193,227,0_5-4_2-3-100_png.rf.de5b9a4e0a5e1b0d7e01f91b690ce7a9.jpg,0_5-4_2-3-100_png,3,0.5,4.2,-15.23651123046875,-0.0660858154296875,-15.170425415039062,-0.08710580315475754,111200,11.61909465356394,664.0,318.0,410.0,425.333
194,228,1-7-4-5-12-100-5_png.rf.a73078fbabbad9fc57714a209a6bd8d5.jpg,1-7-4-5-12-100-5_png,9,1.7,4.5,-38.225067138671875,0.0128173828125,-38.237884521484375,-0.5311432456511918,63193,11.053964638919313,586.0,242.0,266.0,500.0
