split,filename,image_path,image_id,ann_id,layer,group,flake_rep_mode,flake_rep_source,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,roi_bg_initial_pixels,roi_bg_clip_iterations,roi_bg_residual_sigma,ndg,ndg_peak,ndg_mask_median,ndg_trimmed_median,ndg_central_median,ndg_largest_inner_median,delta_g,abs_delta_g,g_flake_rep,g_flake_peak,g_flake_mask_median,g_flake_trimmed_median,g_flake_central_median,g_flake_largest_inner_median,g_flake_median,flake_inner_area_px,flake_largest_inner_area_px,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,iqr_ndg,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,1-4-4-2-3-10-4_png.rf.06a95ae0cbf1268d1fbae002c8285626.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-2-3-10-4_png.rf.06a95ae0cbf1268d1fbae002c8285626.jpg,160,208,3,3-10-4_png,largest_inner_median,largest_inner_median,1.4,4.2,5.88,5.6,629,6.4457198193855785,22.0,53.0,0.41509433962264153,15652,17392.0,0.0,1.0,-0.16546026255783824,-0.17114491367038015,-0.15141798838337878,-0.15141798838337878,-0.16546026255783824,-0.16546026255783824,-14.512470245361328,14.512470245361328,-14.48138427734375,-14.97998332977295,-13.249740600585938,-13.249740600585938,-14.48138427734375,-14.48138427734375,-14.48138427734375,356.0,356.0,87.70970153808594,-15.171231079101563,-4.671556091308593,10.49967498779297,0.11970939136343686,0.5071404576301575,4.219659328460693,0.0022552451118826866,-0.0036637396551668644,88.0055923461914
train,2-0-3-3_png.rf.3fb0eed2f19ac7911828d9d3850a573c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-3-3_png.rf.3fb0eed2f19ac7911828d9d3850a573c.jpg,162,210,1,png,largest_inner_median,largest_inner_median,2.0,3.3,6.6,5.3,726,6.588926477533519,22.0,55.0,0.4,14731,16369.0,0.0,1.0,-0.03249347461064698,-0.03365943706360655,-0.030392479218423363,-0.030392479218423363,-0.03249347461064698,-0.03249347461064698,-3.2782363891601562,3.2782363891601562,-3.2954177856445312,-3.413050651550293,-3.0834503173828125,-3.0834503173828125,-3.2954177856445312,-3.2954177856445312,-3.2954177856445312,449.0,449.0,100.88906860351562,-3.5499496459960938,-1.8906364440917969,1.6593132019042969,0.01644690772620014,0.7006651163101196,0.7805685997009277,0.004168287850916386,0.00010819143790286034,100.692626953125
train,1-4-4-2_png.rf.bc9f3aafc1da978fe26f5f30ea2a7afe.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-2_png.rf.bc9f3aafc1da978fe26f5f30ea2a7afe.jpg,164,212,1,png,largest_inner_median,largest_inner_median,1.4,4.2,5.88,5.6,2504,7.826044013518965,88.0,38.0,2.3157894736842106,42004,46681.0,2.0,1.0,-0.04701339868617376,-0.04876309884039723,-0.04557100312150205,-0.04557100312150205,-0.04701339868617376,-0.04701339868617376,-6.005062103271484,6.005062103271484,-6.018402099609375,-6.2418928146362305,-5.834163665771484,-5.834163665771484,-6.018402099609375,-6.018402099609375,-6.018402099609375,2012.0,2012.0,127.73086547851562,-6.514109802246094,-3.04549560546875,3.468614196777344,0.027155646239324715,0.8070541024208069,1.4367403984069824,0.0022517526522278786,-0.005038167349994183,127.71546936035156
train,1-7-3-9_png.rf.4f501c180f813efc5c93e5a916945bba.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-9_png.rf.4f501c180f813efc5c93e5a916945bba.jpg,169,219,1,png,largest_inner_median,largest_inner_median,1.7,3.9,6.63,5.6,1601,7.379008127628304,44.0,121.0,0.36363636363636365,54399,60449.0,2.0,1.0,-0.06567640859345929,-0.029081219853368322,-0.04034670507843648,-0.04034670507843648,-0.06567640859345929,-0.06567640859345929,-7.823360443115234,7.823360443115234,-7.885677337646484,-3.526465892791748,-4.868408203125,-4.868408203125,-7.885677337646484,-7.885677337646484,-7.885677337646484,958.0,958.0,119.11979675292969,-11.725685119628906,-0.681304931640625,11.044380187988281,0.09271658019108105,0.9120307564735413,4.062224388122559,-0.003367396304383874,-0.00022032902052160352,119.45915985107422
train,2-0-3-3_png.rf.bf31d533561ed1cc0686eb1f2f0a3dc7.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-3-3_png.rf.bf31d533561ed1cc0686eb1f2f0a3dc7.jpg,172,222,1,png,largest_inner_median,largest_inner_median,2.0,3.3,6.6,5.3,1655,7.412160334945205,121.0,44.0,2.75,55101,61225.0,0.0,1.0,-0.07313364300408344,-0.05323897348613562,-0.05290377684815132,-0.05290377684815132,-0.07313364300408344,-0.07313364300408344,-7.20684814453125,7.20684814453125,-7.2336273193359375,-5.273136138916016,-5.240104675292969,-5.240104675292969,-7.2336273193359375,-7.2336273193359375,-7.2336273193359375,1015.0,1015.0,98.54354095458984,-11.884992980957032,-1.090937805175781,10.794055175781251,0.10953589724115245,0.8242526650428772,3.846468210220337,0.0009043212630786002,-0.003490437287837267,98.6312026977539
train,1-7-3-9-3-10-4_png.rf.98de1b2c201c2af89097598d49677e50.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-9-3-10-4_png.rf.98de1b2c201c2af89097598d49677e50.jpg,176,228,3,3-10-4_png,largest_inner_median,largest_inner_median,1.7,3.9,6.63,5.6,643,6.467698726104354,24.0,53.0,0.4528301886792453,17063,18959.0,0.0,1.0,-0.18257593538615938,-0.19122786049555293,-0.16766871361345873,-0.16766871361345873,-0.18257593538615938,-0.18257593538615938,-11.593536376953125,11.593536376953125,-11.5810546875,-12.130450248718262,-10.634449005126953,-10.634449005126953,-11.5810546875,-11.5810546875,-11.5810546875,359.0,359.0,63.49980545043945,-12.23553466796875,-3.7651847839355446,8.470349884033205,0.1333917454384041,0.4354349374771118,3.2083942890167236,0.00332675501704216,-0.0014513316564261913,63.49481201171875
train,1-4-3-6-3-10-4_png.rf.6eeeb2f2d66d855f1234509223102911.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-3-6-3-10-4_png.rf.6eeeb2f2d66d855f1234509223102911.jpg,177,229,3,3-10-4_png,largest_inner_median,largest_inner_median,1.4,3.6,5.04,5.0,631,6.448889394146858,22.0,52.0,0.4230769230769231,15439,17155.0,0.0,1.0,-0.18905445900826054,-0.19887903626292577,-0.16960019751586075,-0.16960019751586075,-0.18905445900826054,-0.18905445900826054,-17.432666778564453,17.432666778564453,-17.47249984741211,-18.378421783447266,-15.678627014160156,-15.678627014160156,-17.47249984741211,-17.47249984741211,-17.47249984741211,364.0,364.0,92.20976257324219,-18.54753875732422,-5.1903076171875,13.357231140136719,0.14485701695118317,0.5556869506835938,5.314694404602051,0.004338759463280439,-0.0027591614052653313,92.31015014648438
train,2-0-3-3_png.rf.3aad797b5db85839f752c4254fba3ff4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-3-3_png.rf.3aad797b5db85839f752c4254fba3ff4.jpg,182,234,1,png,largest_inner_median,largest_inner_median,2.0,3.3,6.6,5.3,726,6.588926477533519,55.0,22.0,2.5,14717,16353.0,0.0,1.0,-0.031402832142460695,-0.03196537569806168,-0.030289177431302383,-0.030289177431302383,-0.031402832142460695,-0.031402832142460695,-3.1683807373046875,3.1683807373046875,-3.1987380981445312,-3.25549578666687,-3.086376190185547,-3.086376190185547,-3.1987380981445312,-3.1987380981445312,-3.1987380981445312,449.0,449.0,100.89474487304688,-3.6406021118164062,-1.9450874328613281,1.6955146789550781,0.01680478682104304,0.7549290060997009,0.7700847387313843,0.0004086981061846018,-0.006944138091057539,101.15982818603516
train,1-4-4-2_png.rf.98c06a1240ab45d9419160fc8a8367b3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-2_png.rf.98c06a1240ab45d9419160fc8a8367b3.jpg,186,238,1,png,largest_inner_median,largest_inner_median,1.4,4.2,5.88,5.6,2508,7.827639546366422,38.0,88.0,0.4318181818181818,42024,46712.0,1.0,1.0,-0.04473893334564882,-0.044938015664841666,-0.043600368436903986,-0.043600368436903986,-0.04473893334564882,-0.04473893334564882,-5.713108062744141,5.713108062744141,-5.736488342285156,-5.761910915374756,-5.591094970703125,-5.591094970703125,-5.736488342285156,-5.736488342285156,-5.736488342285156,2016.0,2016.0,127.69879913330078,-6.2413993835449215,-3.342127227783202,2.8992721557617194,0.022703989195194074,0.7987067699432373,1.3577218055725098,-0.0055226972326636314,-0.0018961196765303612,128.45401000976562
train,1-4-4-8_png.rf.90c9bcc2803ff9f45b309913263c3099.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-8_png.rf.90c9bcc2803ff9f45b309913263c3099.jpg,188,240,1,png,largest_inner_median,largest_inner_median,1.4,4.8,6.72,6.199999999999999,2279,7.731930721948486,35.0,85.0,0.4117647058823529,37548,41720.0,0.0,1.0,-0.06729752239737956,-0.06665526007876091,-0.06655774846960852,-0.06655774846960852,-0.06729752239737956,-0.06729752239737956,-7.500587463378906,7.500587463378906,-7.4649200439453125,-7.393337249755859,-7.382469177246094,-7.382469177246094,-7.4649200439453125,-7.4649200439453125,-7.4649200439453125,1810.0,1810.0,111.45413970947266,-7.983784484863281,-5.982160949707029,2.001623535156252,0.01795916724469707,0.6620896458625793,0.9402438998222351,-0.0008236302528530359,-0.0025154000613838434,111.93754577636719
train,1-1-4-8-3-10-4_png.rf.b5a344e40f4851da8468d465ee9d800d.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-1-4-8-3-10-4_png.rf.b5a344e40f4851da8468d465ee9d800d.jpg,190,244,3,3-10-4_png,largest_inner_median,largest_inner_median,1.1,4.8,5.28,5.9,712,6.569481420414296,24.0,55.0,0.43636363636363634,18172,19758.0,0.0,1.0,-0.14543817672166384,-0.14735568664910798,-0.13145536366487878,-0.13145536366487878,-0.14543817672166384,-0.14543817672166384,-15.600505828857422,15.600505828857422,-15.605060577392578,-15.81074333190918,-14.105186462402344,-14.105186462402344,-15.605060577392578,-15.605060577392578,-15.605060577392578,424.0,424.0,107.26554870605469,-15.942008209228515,-1.3678627014160156,14.5741455078125,0.13586977071035902,0.6161640286445618,6.024144172668457,0.0039590331725776196,-0.0050342632457613945,107.6440200805664
train,1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-5-2-10-3_png.rf.e0bc8357f7b89a69e5a629a720e8fce2.jpg,192,246,2,2-10-3_png,largest_inner_median,largest_inner_median,1.4,4.5,6.3,5.9,5660,8.64135583403666,114.0,88.0,1.2954545454545454,127811,141947.0,0.0,1.0716363830566407,-0.10302458470360748,-0.103694492754093,-0.10192371901991834,-0.10192371901991834,-0.10302458470360748,-0.10302458470360748,-9.69894027709961,9.69894027709961,-9.72708511352539,-9.790151596069336,-9.62344741821289,-9.62344741821289,-9.72708511352539,-9.72708511352539,-9.72708511352539,4862.0,4862.0,94.14199829101562,-10.248074340820313,-8.268228149414059,1.9798461914062546,0.021030424543210486,0.9092264771461487,1.4909117221832275,-0.000521903217304498,-0.0020447056740522385,94.61912536621094
train,1-4-3-3_png.rf.7903ee3962f74dae78e00a16efa800cb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-3-3_png.rf.7903ee3962f74dae78e00a16efa800cb.jpg,193,247,1,png,largest_inner_median,largest_inner_median,1.4,3.3,4.619999999999999,4.699999999999999,1601,7.379008127628304,43.0,121.0,0.35537190082644626,50946,56608.0,0.0,1.0,-0.060392083248412776,-0.03570629933262989,-0.04082614121210331,-0.04082614121210331,-0.060392083248412776,-0.060392083248412776,-9.391014099121094,9.391014099121094,-9.408760070800781,-5.570102214813232,-6.366241455078125,-6.366241455078125,-9.408760070800781,-9.408760070800781,-9.408760070800781,966.0,966.0,155.50074768066406,-14.266555786132812,-0.5806732177734375,13.685882568359375,0.0880116833680097,0.9524164795875549,4.804398059844971,0.0031500544864684343,0.00039972507511265576,155.12620544433594
train,1-7-4-2_png.rf.98c6303a9e891a3e28d9ef5e79db4510.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2_png.rf.98c6303a9e891a3e28d9ef5e79db4510.jpg,194,248,1,png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,1634,7.399398083331354,44.0,120.0,0.36666666666666664,51534,57260.0,0.0,1.2247410301208494,-0.06050792856222814,-0.02659672087060915,-0.04138558710102156,-0.04138558710102156,-0.06050792856222814,-0.06050792856222814,-6.935009002685547,6.935009002685547,-7.027873992919922,-3.1412010192871094,-4.836200714111328,-4.836200714111328,-7.027873992919922,-7.027873992919922,-7.027873992919922,1000.0,1000.0,114.61322784423828,-10.382686614990234,-0.8073364257812499,9.575350189208985,0.08354489590173729,1.0424776077270508,3.641195774078369,0.004265151917934418,-0.0008634821861051023,114.41017150878906
train,1-7-4-2_png.rf.8e4d6b9abbe9c14d54dfeff2216c9185.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2_png.rf.8e4d6b9abbe9c14d54dfeff2216c9185.jpg,200,258,1,png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,860,6.7580945044277305,60.0,22.0,2.727272727272727,16272,18082.0,0.0,1.0,-0.02812371558755585,-0.02854559551777864,-0.026268766522632634,-0.026268766522632634,-0.02812371558755585,-0.02812371558755585,-3.281055450439453,3.281055450439453,-3.315570831298828,-3.3647894859313965,-3.099163055419922,-3.099163055419922,-3.315570831298828,-3.315570831298828,-3.315570831298828,554.0,554.0,116.66507720947266,-3.985157775878906,-1.5612510681152343,2.423906707763672,0.02077662626847224,0.5715979933738708,1.5248850584030151,-2.3941349354572594e-05,0.009954041801393032,116.22972106933594
train,1-7-3-3_png.rf.466f13cec7d862b2d18b3e29c54781cf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-3_png.rf.466f13cec7d862b2d18b3e29c54781cf.jpg,201,259,1,png,largest_inner_median,largest_inner_median,1.7,3.3,5.609999999999999,5.0,1628,7.395721608602045,43.0,122.0,0.3524590163934426,52947,58831.0,0.0,1.0,-0.07433500535844258,-0.04322058362004943,-0.05102522438825631,-0.05102522438825631,-0.07433500535844258,-0.07433500535844258,-9.183631896972656,9.183631896972656,-9.285453796386719,-5.441458702087402,-6.405673980712891,-6.405673980712891,-9.285453796386719,-9.285453796386719,-9.285453796386719,989.0,989.0,123.54383850097656,-13.889105224609375,-0.9529006958007817,12.936204528808593,0.10470942691898259,0.8375620245933533,4.619774341583252,0.003361825831234455,0.0006181466742418706,123.09703063964844
train,1-1-3-9-3-10_png.rf.e7139b506e18616f1b606e2b99c7d54f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-1-3-9-3-10_png.rf.e7139b506e18616f1b606e2b99c7d54f.jpg,203,261,3,3-10_png,largest_inner_median,largest_inner_median,1.1,3.9,4.29,5.0,1003,6.911747300251674,40.0,39.0,1.0256410256410255,19549,21721.0,0.0,1.0,-0.1623027393702411,-0.16387679892955734,-0.16060169314739983,-0.16060169314739983,-0.1623027393702411,-0.1623027393702411,-20.348304748535156,20.348304748535156,-20.275611877441406,-20.47295570373535,-20.062347412109375,-20.062347412109375,-20.275611877441406,-20.275611877441406,-20.275611877441406,703.0,703.0,125.37252807617188,-20.657435607910156,-15.495860290527341,5.161575317382814,0.04116990696914738,0.7360351085662842,3.2434616088867188,0.0011928544845432043,-0.006614681798964739,125.79618835449219
train,1-7-3-9_png.rf.83f69e5f023dbbfc91ad04e13b87606f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-9_png.rf.83f69e5f023dbbfc91ad04e13b87606f.jpg,209,270,1,png,largest_inner_median,largest_inner_median,1.7,3.9,6.63,5.6,994,6.902742737158593,26.0,69.0,0.37681159420289856,22757,25287.0,0.0,1.0,-0.024328154537824713,-0.027314100771853915,-0.02185658978683876,-0.02185658978683876,-0.024328154537824713,-0.024328154537824713,-2.9156723022460938,2.9156723022460938,-2.9512176513671875,-3.3090763092041016,-2.6550064086914062,-2.6550064086914062,-2.9512176513671875,-2.9512176513671875,-2.9512176513671875,645.0,645.0,119.84765625,-3.7251464843749997,-0.7377510070800778,2.987395477294922,0.02492660741786448,0.5383873581886292,2.0168797969818115,0.008714215829968452,0.0010246200254186988,119.24363708496094
train,1-4-4-5_png.rf.c1901297b12676b9b834525cfa032570.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-5_png.rf.c1901297b12676b9b834525cfa032570.jpg,211,272,1,png,largest_inner_median,largest_inner_median,1.4,4.5,6.3,5.9,2517,7.831220214604293,88.0,38.0,2.3157894736842106,41908,46587.0,1.0,1.0,-0.051282751128424654,-0.0520163617009703,-0.04963870357047278,-0.04963870357047278,-0.051282751128424654,-0.051282751128424654,-6.106658935546875,6.106658935546875,-6.146675109863281,-6.234032154083252,-5.950904846191406,-5.950904846191406,-6.146675109863281,-6.146675109863281,-6.146675109863281,2027.0,2027.0,119.0782241821289,-6.8598876953125,-3.173284912109375,3.6866027832031247,0.030959504212663636,0.8386687636375427,1.4378507137298584,0.0032711864914745092,-0.005171784199774265,118.8952407836914
train,1-1-4-8-3-10-4_png.rf.218028661a791a9ed7d637e58015e133.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-1-4-8-3-10-4_png.rf.218028661a791a9ed7d637e58015e133.jpg,212,273,3,3-10-4_png,largest_inner_median,largest_inner_median,1.1,4.8,5.28,5.9,711,6.568077911411976,55.0,24.0,2.2916666666666665,17949,19682.0,0.0,1.0,-0.1470466178681792,-0.14944829616208066,-0.13055689088827596,-0.13055689088827596,-0.1470466178681792,-0.1470466178681792,-15.771438598632812,15.771438598632812,-15.779197692871094,-16.036788940429688,-14.010597229003906,-14.010597229003906,-15.779197692871094,-15.779197692871094,-15.779197692871094,423.0,423.0,107.25468444824219,-16.30756378173828,-1.1847686767578125,15.122795104980469,0.14099892403560485,0.6372988820075989,6.126209259033203,-0.005433018784970045,-0.003057616762816906,108.01876831054688
train,2-0-4-5_png.rf.a2eda386449850c8fb6cb810ba667372.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-4-5_png.rf.a2eda386449850c8fb6cb810ba667372.jpg,215,278,1,png,largest_inner_median,largest_inner_median,2.0,4.5,9.0,6.5,743,6.612041034833092,19.0,61.0,0.3114754098360656,13873,15415.0,0.0,1.0,-0.03369108745058846,-0.03732025716407204,-0.030668349096012324,-0.030668349096012324,-0.03369108745058846,-0.03369108745058846,-3.097576141357422,3.097576141357422,-3.146800994873047,-3.48046875,-2.8688888549804688,-2.8688888549804688,-3.146800994873047,-3.146800994873047,-3.146800994873047,448.0,448.0,91.94052124023438,-3.6182510375976564,-1.0789947509765618,2.539256286621095,0.02761846737834115,0.6608848571777344,1.0877389907836914,0.012631089426577091,-0.00011299957986921072,91.48503875732422
train,1-4-3-3_png.rf.284df7d4d538ef82632c4e44512f5814.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-3-3_png.rf.284df7d4d538ef82632c4e44512f5814.jpg,218,281,1,png,largest_inner_median,largest_inner_median,1.4,3.3,4.619999999999999,4.699999999999999,1601,7.379008127628304,43.0,121.0,0.35537190082644626,52735,58818.0,2.0,1.0,-0.059995620682493304,-0.03697750689218126,-0.040542992244158124,-0.040542992244158124,-0.059995620682493304,-0.059995620682493304,-9.339988708496094,9.339988708496094,-9.391014099121094,-5.80760383605957,-6.3626708984375,-6.3626708984375,-9.391014099121094,-9.391014099121094,-9.391014099121094,966.0,966.0,155.67784118652344,-14.126022338867188,-1.14556884765625,12.980453491210938,0.083380225421154,0.9770509600639343,4.582306385040283,-0.0033131020609289408,0.00025382344028912485,155.8827362060547
train,1-7-4-2-3-10_png.rf.7679f0ec5ca9b83fc0d351112c117ff9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2-3-10_png.rf.7679f0ec5ca9b83fc0d351112c117ff9.jpg,219,282,3,3-10_png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,987,6.895682697747868,40.0,42.0,0.9523809523809523,21637,24043.0,0.0,1.0,-0.21033616771258232,-0.21138054678985999,-0.2058250282440644,-0.2058250282440644,-0.21033616771258232,-0.21033616771258232,-13.489730834960938,13.489730834960938,-13.566513061523438,-13.633493423461914,-13.27719497680664,-13.27719497680664,-13.566513061523438,-13.566513061523438,-13.566513061523438,675.0,675.0,64.13414764404297,-13.864518737792968,-11.110698699951172,2.7538200378417965,0.04293843668315411,0.5722237229347229,1.7360292673110962,0.0012236757902428508,-0.001376380561850965,64.15171813964844
train,1-7-3-3_png.rf.6bfa0070cec384ecedee0d2f7e2bd1d1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-3_png.rf.6bfa0070cec384ecedee0d2f7e2bd1d1.jpg,220,283,1,png,largest_inner_median,largest_inner_median,1.7,3.3,5.609999999999999,5.0,1627,7.395107546562485,122.0,43.0,2.8372093023255816,52812,58682.0,0.0,1.0,-0.07352053963169558,-0.04177355660456636,-0.05099844792969925,-0.05099844792969925,-0.07352053963169558,-0.07352053963169558,-9.084495544433594,9.084495544433594,-9.153656005859375,-5.230870246887207,-6.370735168457031,-6.370735168457031,-9.153656005859375,-9.153656005859375,-9.153656005859375,988.0,988.0,123.56404876708984,-13.595719909667968,-1.0146697998046863,12.581050109863282,0.10181804687848761,0.8325380086898804,4.508050441741943,0.0005046454607509077,-0.002999006537720561,123.69202423095703
train,1-7-3-9_png.rf.84226b34cefbfc11b42e60b54b433595.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-9_png.rf.84226b34cefbfc11b42e60b54b433595.jpg,225,288,1,png,largest_inner_median,largest_inner_median,1.7,3.9,6.63,5.6,1601,7.379008127628304,44.0,121.0,0.36363636363636365,53735,59763.0,2.0,1.0,-0.06754737406817253,-0.03626146418019201,-0.0407003979533826,-0.0407003979533826,-0.06754737406817253,-0.06754737406817253,-8.045124053955078,8.045124053955078,-8.111209869384766,-4.384950637817383,-4.913642883300781,-4.913642883300781,-8.111209869384766,-8.111209869384766,-8.111209869384766,958.0,958.0,119.10343170166016,-11.721412658691406,-0.8190536499023438,10.902359008789062,0.09153690076788187,0.9104990363121033,3.9917800426483154,0.003545091487467289,0.00015406891179736704,118.7383041381836
train,1-4-4-5-3-10_png.rf.8eee5562bc8644456e1134afa96a40ba.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-5-3-10_png.rf.8eee5562bc8644456e1134afa96a40ba.jpg,226,289,3,3-10_png,largest_inner_median,largest_inner_median,1.4,4.5,6.3,5.9,1168,7.063903961472068,42.0,41.0,1.024390243902439,22075,24529.0,0.0,1.0,-0.19582506191011692,-0.19727073518488644,-0.19300152721417765,-0.19300152721417765,-0.19582506191011692,-0.19582506191011692,-17.030689239501953,17.030689239501953,-16.983539581298828,-17.109268188476562,-16.737979888916016,-16.737979888916016,-16.983539581298828,-16.983539581298828,-16.983539581298828,840.0,840.0,86.9688949584961,-17.257176208496094,-9.000439453125,8.256736755371094,0.0949389636295992,0.7462714910507202,3.798638343811035,-0.005470377393066883,0.0003420614229980856,87.40514373779297
train,1-7-3-6_png.rf.a9e1b1cad8e470748921d0cb914d6ea6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-6_png.rf.a9e1b1cad8e470748921d0cb914d6ea6.jpg,229,294,1,png,largest_inner_median,largest_inner_median,1.7,3.6,6.12,5.3,1666,7.418780882750794,121.0,43.0,2.813953488372093,52833,58711.0,2.0,1.0027955657958985,-0.06699383918605517,-0.041703019489404136,-0.043550616065656765,-0.043550616065656765,-0.06699383918605517,-0.06699383918605517,-8.119384765625,8.119384765625,-8.180282592773438,-5.115136623382568,-5.339057922363281,-5.339057922363281,-8.180282592773438,-8.180282592773438,-8.180282592773438,1033.0,1033.0,121.19599151611328,-13.256793975830078,-0.5992431640625,12.657550811767578,0.10443869185297872,0.9302914142608643,4.551008701324463,0.0001558635412948206,-0.0038491771556437016,121.46883392333984
train,0-8-3-9-3-10-4_png.rf.3fba4c3b54e370caca5e32fb400505bf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/0-8-3-9-3-10-4_png.rf.3fba4c3b54e370caca5e32fb400505bf.jpg,231,296,3,3-10-4_png,largest_inner_median,largest_inner_median,0.8,3.9,3.12,4.7,578,6.361302477572996,52.0,22.0,2.3636363636363638,15544,17272.0,0.0,1.0,-0.1250379244713379,-0.12841942803366302,-0.11195152612745192,-0.11195152612745192,-0.1250379244713379,-0.1250379244713379,-17.966461181640625,17.966461181640625,-17.974563598632812,-18.460445404052734,-16.09420394897461,-16.09420394897461,-17.974563598632812,-17.974563598632812,-17.974563598632812,313.0,313.0,143.68809509277344,-18.9836067199707,-6.201020812988274,12.782585906982428,0.08896064700926853,0.6860803365707397,5.062943458557129,0.008025579154491425,0.0036826450377702713,142.71363830566406
train,1-7-4-8_png.rf.3cb79a6146e9ef26b22f296b57c88ec9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-8_png.rf.3cb79a6146e9ef26b22f296b57c88ec9.jpg,233,298,1,png,largest_inner_median,largest_inner_median,1.7,4.8,8.16,6.5,2520,7.83241092718792,39.0,88.0,0.4431818181818182,38409,42762.0,2.0,1.0,-0.013280803555121928,-0.014459598450732032,-0.012188506470238593,-0.012188506470238593,-0.013280803555121928,-0.013280803555121928,-1.3426017761230469,1.3426017761230469,-1.3953590393066406,-1.514527440071106,-1.2849349975585938,-1.2849349975585938,-1.3953590393066406,-1.3953590393066406,-1.3953590393066406,2030.0,2030.0,101.09341430664062,-2.0985076904296873,-0.30283889770507816,1.795668792724609,0.017762470533223006,0.943284809589386,0.7041994333267212,-0.008007685653865337,-0.0019327335758134723,102.0605239868164
